company_name,company_legal_names,company_commercial_names,main_country_code,main_region,main_city_district,main_city,main_postcode,main_street,main_street_number,main_latitude,main_longitude,main_address_raw_text,locations,short_description,long_description,business_tags,product_type,main_industry,main_sector,primary_phone,phone_numbers,primary_email,emails,other_emails,website_url,website_domain,website_language_code,facebook_url,twitter_url,instagram_url,linkedin_url,ios_app_url,android_app_url,youtube_url,generated_description,generated_business_tags,domains,id
gourmet cafe,,gourmet cafe,jp,aichi prefecture,,inuyama,484-0000,municipal road route fuji honsen,1,35.3426907,136.9909634,"1 uchiyama, inuyama, aichi 484-0000, japan","jp, japan, aichi prefecture, inuyama, 484-0000, municipal road route fuji honsen, 1, 35.3426907, 136.9909634","gourmet cafe is a coffee & tea shop based in inuyama, japan.",,,consumer services,pubs & bars,accommodation & food services,+81568670314,+81568670314,,,,sp/enjoy/gourmet/12.html,meijimura.com,,,,,,,,,"食道楽のカフェ is a cafe and coffee shop located in inuyama, aichi prefecture, japan. the establishment offers a variety of services including dine-in and takeout options, and serves coffee, lunch, and dessert. the cafe is equipped with restrooms and accepts both credit and debit card payments. it is described as a casual and cozy venue that welcomes children.",dessert options | lunch options | coffee shop services | food and beverage services | dine-in service,,441
japanese restaurant hekisui-tei,,japanese restaurant hekisui-tei,jp,aichi prefecture,,inuyama,484-0000,偉人坂,1,35.3397903,136.9905598,"1 uchiyama, inuyama, aichi 484-0000, japan","jp, japan, aichi prefecture, inuyama, 484-0000, 偉人坂, 1, 35.3397903, 136.9905598","japanese restaurant hekisui-tei is a japanese & sushi restaurant based in inuyama, japan.",,,consumer services,restaurants,accommodation & food services,+81568670314,+81568670314,,,,sp/enjoy/gourmet/02.html,meijimura.com,,,,,,,,,"japanese restaurant hekisui-tei is located in inuyama, aichi prefecture, japan. it is categorized as a japanese restaurant and offers various dining services including dine-in, lunch, dinner, and dessert. the establishment serves alcohol, beer, coffee, and small plates. it is suitable for groups and welcomes children. reservations are accepted, and credit card payments are available.",alcoholic beverages | food delivery | wheelchair access | dessert options | credit card payment | coffee retailer | dinner options | group reservations | japanese cuisine,,473
sl tokyo station shop,,sl tokyo station shop,jp,aichi prefecture,,inuyama,484-0894,隅田川新大橋,,35.3487092,136.9881495,"japan, 〒484-0894 aichi, inuyama, uchiyama, １","jp, japan, aichi prefecture, inuyama, 484-0894, 隅田川新大橋, , 35.3487092, 136.9881495",,,,,,,+81568670314,+81568670314,,,,sp/enjoy/buy/02.html,meijimura.com,,,,,,,,,"sl東京駅売店 is a souvenir store located in inuyama, aichi prefecture, japan.","gifts, novelty, and souvenir shops",,2525
monument of literary masters,,monument of literary masters,jp,aichi prefecture,,inuyama,484-0000,municipal road route fuji honsen,,35.339501399999996,136.98954559999999,"japan, 〒484-0000 aichi, inuyama, uchiyama, 1 博物館明治村内","jp, japan, aichi prefecture, inuyama, 484-0000, municipal road route fuji honsen, , 35.339501399999996, 136.98954559999999","monument of literary masters is a marble, granite & stone products supplier based in inuyama, japan.",,,capital products,concrete & stone,building products,+81568670314,+81568670314,,,,,meijimura.com,,,,,,,,,"the 文豪碑 (meijimura) is a stone carving located in inuyama, aichi prefecture, japan.",stone carving services | stone products,,3473
main gate terrace,,main gate terrace,jp,aichi prefecture,,inuyama,484-0000,municipal road route fuji honsen,1,35.34025460000001,136.9885559,"1 uchiyama, inuyama, aichi 484-0000, japan","jp, japan, aichi prefecture, inuyama, 484-0000, municipal road route fuji honsen, 1, 35.34025460000001, 136.9885559","main gate terrace is a fast food restaurant based in inuyama, japan.",,,consumer services,restaurants,accommodation & food services,+81568670314,+81568670314,,,,sp/enjoy/gourmet/06.html,meijimura.com,,,,,,,,,"正門テラス is a fast food and takeout restaurant located in inuyama, aichi prefecture, japan. the establishment offers various services including dine-in, takeout, and delivery. it serves a range of meals including lunch, dessert, coffee, and comfort food. the restaurant is casual and welcoming to children, and it has a parking lot available for customers.",comfort food | dine-in service | bathroom facilities | dessert preparation services | lunch service | coffee shop services | takeout restaurant,,8890
lamp of nijubashi bridge in the imperial palace,,lamp of nijubashi bridge in the imperial palace,jp,aichi prefecture,,inuyama,484-0000,municipal road route fuji honsen,1,35.3406117,136.9894645,"1 uchiyama, inuyama, aichi 484-0000, japan","jp, japan, aichi prefecture, inuyama, 484-0000, municipal road route fuji honsen, 1, 35.3406117, 136.9894645",,,,,,,+81568670314,+81568670314,,,,sp/enjoy/sight/building/1-11.html,meijimura.com,,,,,,,,,"the lamp of nijubashi bridge in the imperial palace is an exhibit located in inuyama, aichi prefecture, japan.",art exhibition organization | cultural heritage preservation | museum exhibitions,,9780
meiji village hall,,meiji village hall,jp,aichi prefecture,,inuyama,484-0000,municipal road route fuji honsen,,35.341868,136.987644,"japan, 〒484-0000 aichi, inuyama, uchiyama, 1 博物館明治村簡易郵便局","jp, japan, aichi prefecture, inuyama, 484-0000, municipal road route fuji honsen, , 35.341868, 136.987644",,,,,,,+81568670314,+81568670314,,,,,meijimura.com,,,,,,,,,"明治村ホール is a fairground located in inuyama, aichi prefecture, japan.",wheelchair accessible parking lot | amusement and recreation services,,9970
gakushuin principal's official residence,,gakushuin principal's official residence,jp,aichi prefecture,,inuyama,484-0000,偉人坂,1,35.339964699999996,136.9897086,"1 uchiyama, inuyama, aichi 484-0000, japan","jp, japan, aichi prefecture, inuyama, 484-0000, 偉人坂, 1, 35.339964699999996, 136.9897086","gakushuin principal's official residence is a museum based in inuyama, japan.",,,consumer services,"museums, theaters & venues","arts, entertainment & recreation",+81568670314,+81568670314,,,,sp/enjoy/sight/building/1-7.html,meijimura.com,,,,,,,,,"the gakushuin, principal's official residence is a museum and tourist attraction located in inuyama, aichi prefecture, japan.",bathroom facilities | restaurant services | museum and attraction information,,11122
kyoto sweets restaurant nakai saryo,,kyoto sweets restaurant nakai saryo,jp,aichi prefecture,,inuyama,484-0000,municipal road route fuji honsen,1,35.3416351,136.9899459,"1 uchiyama, inuyama, aichi 484-0000, japan","jp, japan, aichi prefecture, inuyama, 484-0000, municipal road route fuji honsen, 1, 35.3416351, 136.9899459","kyoto sweets restaurant nakai saryo is a coffee & tea shop based in inuyama, japan.",,,consumer services,pubs & bars,accommodation & food services,+81568670314,+81568670314,,,,sp/enjoy/gourmet/10.html,meijimura.com,,,,,,,,,"京甘味処 なか井茶寮 is a cafe located in inuyama, aichi prefecture, japan. the establishment offers a variety of services including dine-in and takeout options, serving both coffee and dessert. the cafe is described as casual and cozy, and it welcomes children. payment is made in cash only.",food and beverage | takeout services | coffee and dessert services,,11974
shokudoraku curry bread karepan shop,,shokudoraku curry bread karepan shop,jp,aichi prefecture,,inuyama,484-0000,偉人坂,1,35.341371,136.9902826,"1 uchiyama, inuyama, aichi 484-0000, japan","jp, japan, aichi prefecture, inuyama, 484-0000, 偉人坂, 1, 35.341371, 136.9902826","shokudoraku curry bread karepan shop is a bakery based in inuyama, japan.",,,nondurable products,bakeries & desserts,food & beverages,+81568670314,+81568670314,,,,sp/enjoy/gourmet/05.html,meijimura.com,,,,,,,,,"shokudoraku curry bread (karepan) shop is a bakery located in inuyama, aichi prefecture, japan. the shop specializes in curry bread and offers both takeout and delivery services.",curry bread delivery service | food delivery services,,13087
