company_name,company_legal_names,company_commercial_names,main_country_code,main_region,main_city_district,main_city,main_postcode,main_street,main_street_number,main_latitude,main_longitude,main_address_raw_text,locations,short_description,long_description,business_tags,product_type,main_industry,main_sector,primary_phone,phone_numbers,primary_email,emails,other_emails,website_url,website_domain,website_language_code,facebook_url,twitter_url,instagram_url,linkedin_url,ios_app_url,android_app_url,youtube_url,generated_description,generated_business_tags,domains,id
amira park parking,,amira park parking,br,são paulo,bela vista,são paulo,01331-001,rua são carlos do pinhal,184,-23.5653488,-46.6496273,"r. são carlos do pinhal, 174 - jardim paulista, são paulo - sp, 01331-001, brazil","br, brazil, são paulo, são paulo, 01331-001, rua são carlos do pinhal, 184, -23.5653488, -46.6496273",,,,,,,+551155492281,+551155492281,,,,,amirapark.com.br,,,,,,,,,"amira park parking is a parking lot located in são paulo, brazil.",garages / parking lots | wheelchair accessible entrance | wheelchair accessible parking lot,,7412
amira park estacionamentos,,amira park estacionamentos,br,são paulo,jardim paulista,são paulo,01403-001,alameda ribeirão preto,145,-23.564783799999994,-46.6489839,"alameda joaquim eugênio de lima, 259 - bela vista, são paulo - sp, 01403-001, brazil","br, brazil, são paulo, são paulo, 01403-001, alameda ribeirão preto, 145, -23.564783799999994, -46.6489839",,,,,,,+551155492281,+551155492281,,,,,amirapark.com.br,,,,,,,,,"amira park estacionamentos is a parking lot located in são paulo, brazil.",garages / parking lots | wheelchair accessible entrance | wheelchair accessible parking lot,,7714
amira park parking,,amira park parking,br,são paulo,,são paulo,01310-100,avenida paulista,778,-23.5668384,-46.64944479999999,"av. paulista, 778 - bela vista, são paulo - sp, 01310-100, brazil","br, brazil, são paulo, são paulo, 01310-100, avenida paulista, 778, -23.5668384, -46.64944479999999",,,,,,,+551155492281,+551155492281,,,,,amirapark.com.br,,,,,,,,,"amira park parking is a parking lot located in são paulo, brazil.",garages / parking lots | wheelchair accessible parking lot | wheelchair accessible entrance,,16569
amira park,amira park estacionamentos ltda,amira park,br,são paulo,,são paulo,,,,-23.5506507,-46.6333824,,"br, brazil, são paulo, são paulo, , , , -23.5506507, -46.6333824","amira park is a parking lots/valet services company based in são paulo, brazil.",,,consumer services,other consumer services,other consumer services,+551155492281,+551155492281,contato@amirapark.com.br,contato@amirapark.com.br,,,amirapark.com.br,pt,AmiraParkEstacionamentos/,,,,,,,"amira park, legally known as amira park estacionamentos ltda, based in são paulo, brazil, is a company specializing in parking management services. established in 1991, the company offers a range of services including valet parking, monthly parking solutions, and professional training for its staff. amira park is known for its trained and qualified professionals and provides various parking solutions to meet the needs of its clients.",valet parking | convention center parking,amirapark.com.br,17003
amira park parking,,amira park parking,br,são paulo,liberdade,são paulo,01504-001,rua vergueiro,279,-23.564541300000002,-46.63908299999999,"rua vergueiro, 279 - liberdade, são paulo - sp, 01504-001, brazil","br, brazil, são paulo, são paulo, 01504-001, rua vergueiro, 279, -23.564541300000002, -46.63908299999999",,,,,,,+551155492281,+551155492281,,,,,amirapark.com.br,,,,,,,,,"amira park parking is a parking lot located in são paulo, brazil.",garages / parking lots | wheelchair accessible parking lot | wheelchair accessible entrance,,19137
amira park parking,,amira park parking,br,são paulo,vila mariana,são paulo,01504-001,rua vergueiro,1061,-23.5714151,-46.6396057,"rua vergueiro, 1061 - paraíso, são paulo - sp, 01504-001, brazil","br, brazil, são paulo, são paulo, 01504-001, rua vergueiro, 1061, -23.5714151, -46.6396057",,,,,,,+551155492281,+551155492281,,,,,amirapark.com.br,,,,,,,,,"amira park parking is a parking lot located in são paulo, brazil.",garages / parking lots | wheelchair accessible entrance | wheelchair accessible parking lot,,21176
amira park estacionamentos,,amira park estacionamentos,br,são paulo,vila mariana,são paulo,04003-010,rua leôncio de carvalho,233,-23.572073499999995,-46.6470262,"r. leôncio de carvalho, 233 - paraíso, são paulo - sp, 04003-010, brazil","br, brazil, são paulo, são paulo, 04003-010, rua leôncio de carvalho, 233, -23.572073499999995, -46.6470262",,,,,,,+551155492281,+551155492281,,,,?opi=79508299&sa=U&ved=0ahUKEwialdCKvumHAxVnTqQEHXxoEGYQ61gIFigS&usg=AOvVaw3Tx3-B7chZvpfjY3weo4eS,amirapark.com.br,,,,,,,,,"amira park estacionamentos is a parking lot located in são paulo, brazil.",garages / parking lots,,24514
amira park estacionamentos,,amira park estacionamentos,br,são paulo,morro dos ingleses,são paulo,04002-030,rua teixeira da silva,54,-23.5689271,-46.645984399999996,"estacionamento - r. teixeira da silva, 54 - bela vista, são paulo - sp, 04002-030, brazil","br, brazil, são paulo, são paulo, 04002-030, rua teixeira da silva, 54, -23.5689271, -46.645984399999996",,,,,,,+551155492281,+551155492281,,,,,amirapark.com.br,,,,,,,,,"amira park estacionamentos is a parking lot located in são paulo, brazil.",wheelchair accessible parking lot | wheelchair accessible entrance | garages / parking lots,,26683
amira park parking,,amira park parking,br,são paulo,morro dos ingleses,são paulo,01333-011,rua cincinato braga,37,-23.570056599999997,-46.6442283,"r. cincinato braga, 37 - bela vista, são paulo - sp, 01333-011, brazil","br, brazil, são paulo, são paulo, 01333-011, rua cincinato braga, 37, -23.570056599999997, -46.6442283",,,,,,,+551155492281,+551155492281,,,,,amirapark.com.br,,,,,,,,,"the amira park parking model is categorized as a parking lot. it is located in são paulo, brazil. the establishment features wheelchair-accessible parking and entrances.",wheelchair accessible entrance | wheelchair accessible parking lot | garages / parking lots,,28921
amira park parking,,amira park parking,br,são paulo,vila gomes cardim,são paulo,03322-001,rua azevedo soares,1040,-23.549205399999998,-46.5665968,"r. azevedo soares, 1040 - estacionamento - vila gomes cardim, são paulo - sp, 03322-001, brazil","br, brazil, são paulo, são paulo, 03322-001, rua azevedo soares, 1040, -23.549205399999998, -46.5665968","amira park parking is a parking lots/valet services company based in são paulo, brazil.",,,consumer services,other consumer services,other consumer services,+551155492281,+551155492281,,,,&opi=79508299&sa=U&ved=0ahUKEwj6-vf8oYyGAxV1fKQEHT9yDPQQ61gIFCgR&usg=AOvVaw0USpxP4dIJWVLcLA6_JEFa,amirapark.com.br,,,,,,,,,,,,31072
