company_name,company_legal_names,company_commercial_names,main_country_code,main_region,main_city_district,main_city,main_postcode,main_street,main_street_number,main_latitude,main_longitude,main_address_raw_text,locations,short_description,long_description,business_tags,product_type,main_industry,main_sector,primary_phone,phone_numbers,primary_email,emails,other_emails,website_url,website_domain,website_language_code,facebook_url,twitter_url,instagram_url,linkedin_url,ios_app_url,android_app_url,youtube_url,generated_description,generated_business_tags,domains,id
coolum beach holiday park,,coolum beach holiday park,au,queensland,,coolum beach,,,,-26.53284,153.0697205622449,"coolum beach, queensland, australia","au, australia, queensland, coolum beach, , , , -26.53284, 153.0697205622449",,,recreational facility | services & recreational facilities | facilities services,,,,,,,,,,sunshinecoastholidayparks.com.au,,,,,company/coolum-beach-holiday-park,,,,,,,535
sunshine coast holiday parks,,sunshine coast holiday parks,au,queensland,dicky beach,sunshine coast regional,4551,beerburrum street,,-26.7833094,153.1380127,"beerburrum st, dicky beach qld 4551 ph: 617-5491 3342","au, australia, queensland, sunshine coast regional, 4551, beerburrum street, , -26.7833094, 153.1380127 | au, australia, queensland, maroochydore, 4558, cotton tree parade, , -26.654674, 153.099846 | au, australia, queensland, maroochydore, 4558, melrose parade, , -26.6601797, 153.102773 | au, australia, queensland, sunshine coast regional, 4557, parkyn parade, , -26.684261499999998, 153.13208948475844 | au, australia, queensland, sunshine coast regional, 4564, cottonwood street, , -26.6172387, 153.0987662 | au, australia, queensland, coolum beach, 4573, david low way, , -26.5221119, 153.0904076","sunshine coast holiday parks is a rv park/campground based in sunshine coast regional, australia.","the sunshine coast is aptly named: this stunning stretch of coastline basks in australia's most temperate weather making it a relaxing holiday destination in any season. whatever your interest - swimming, surfing, boating, fishing, bushwalking or just kicking back on the beach, there's a park that's the right fit for you. explore our locations. we have six holiday parks across the sunshine coast.",holiday park | beach holiday | maroochydore | holiday destination | family holiday parks | dog friendly | boating and fishing,consumer services,accommodation,accommodation & food services,+61754461474,+61754599070 | +61754461474 | +61754441201 | +61754487157 | +61754431167 | +61754913342,,,,,sunshinecoastholidayparks.com.au,en,,,,,,,,"coolum beach holiday park is a holiday park located in coolum beach, queensland. it is part of the sunshine coast holiday parks network, which includes several other parks such as dicky beach family holiday park, mooloolaba beach holiday park, maroochydore beach holiday park, cotton tree holiday park, and mudjimba beach holiday park. the park offers a range of accommodations including camping, caravaning, and villas, providing guests with direct access to the beach and various outdoor activities. the sunshine coast, where coolum beach holiday park is situated, is known for its beautiful beaches, natural attractions, and vibrant local markets, making it a popular holiday destination.",holiday park accommodations | residential villas | beachfront caravan and camping experiences | dog-friendly accommodation | holiday destination | hospitality services,sunshinecoastholidayparks.com.au,962
cotton tree holiday park,,cotton tree holiday park,au,queensland,,maroochydore,4558,cotton tree parade,2/36,-26.652618099999994,153.1007711,"2/36 cotton tree parade, maroochydore qld 4558, australia","au, australia, queensland, maroochydore, 4558, cotton tree parade, 2/36, -26.652618099999994, 153.1007711","cotton tree holiday park is a rv park/campground based in maroochydore, australia.",,,consumer services,accommodation,accommodation & food services,+61754599070,+61754599070,,,,holiday_parks/cotton_tree_holiday_park/,sunshinecoastholidayparks.com.au,,,,,,,,,"cotton tree holiday park is an establishment located in maroochydore, queensland, australia. it operates as an rv park, campground, and holiday park.",holiday park | wheelchair accessible entrance | onsite services | camping and recreational vehicle parks,,1309
coolum beach holiday park,,coolum beach holiday park,au,queensland,,coolum beach,,,,-26.53284,153.0697205622449,"coolum beach, queensland, australia","au, australia, queensland, coolum beach, , , , -26.53284, 153.0697205622449",,,recreational facility | facilities services | services & recreational facilities,,,,,,,,,,sunshinecoastholidayparks.com.au,,,,,company/coolum-beach-holiday-park,,,,,,,3574
coolum beach holiday park,,coolum beach holiday park,au,queensland,,coolum beach,4573,david low way,1827,-26.5418779,153.0969248,"1827 david low way, coolum beach, qld, australia, queensland","au, australia, queensland, coolum beach, 4573, david low way, 1827, -26.5418779, 153.0969248","coolum beach holiday park is a park based in coolum beach, australia.",one of the few dog friendly parks on the sunshine coast with powered sites and self contained villas.,dog friendly,consumer services,"gardens, parks & playgrounds","arts, entertainment & recreation",+61754461474,+61754461474,coolum@sunshinecoastholidayparks.com.au,,,,sunshinecoastholidayparks.com.au,,coolumbeachholidaypark/,,,,,,,"the company is a dog-friendly park located on the sunshine coast, offering powered sites and self-contained villas.",powered sites | pet-friendly park | independent villas | pet care services,,5488
dicky beach family holiday park,,dicky beach family holiday park,au,queensland,dicky beach,sunshine coast regional,4551,beerburrum street,,-26.7827705,153.1378484,"beerburrum st, dicky beach qld 4551, australia","au, australia, queensland, sunshine coast regional, 4551, beerburrum street, , -26.7827705, 153.1378484","dicky beach family holiday park is a rv park/campground based in sunshine coast regional, australia.","humble rooms with kitchenettes and patios, plus an outdoor pool, a tennis court and an arcade.",,consumer services,accommodation,accommodation & food services,+61754913342,+61754913342,,,,holiday_parks/dicky_beach_family_holiday_park/,sunshinecoastholidayparks.com.au,,,,,,,,,"dicky beach family holiday park is an establishment located in queensland, australia, categorized as an rv park, campground, and holiday park. it offers humble rooms equipped with kitchenettes and patios. the facility includes an outdoor pool, a tennis court, and an arcade.",tennis court | arcade games | humble rooms | outdoor swimming pool | camping and recreational vehicle parks | holiday park | wheelchair accessible parking lot | patio and kitchenette | onsite services,,6274
maroochydore beach holiday park,,maroochydore beach holiday park,au,queensland,,maroochydore,4558,melrose parade,1,-26.660822999999997,153.1041855,"1 melrose parade, maroochydore qld 4558, australia","au, australia, queensland, maroochydore, 4558, melrose parade, 1, -26.660822999999997, 153.1041855","maroochydore beach holiday park is a rv park/campground based in maroochydore, australia.",,,consumer services,accommodation,accommodation & food services,+61754431167,+61754431167,,,,holiday_parks/maroochydore_beach_holiday_park/,sunshinecoastholidayparks.com.au,,,,,,,,,"the maroochydore beach holiday park is an establishment located in maroochydore, queensland, australia. it operates as an rv park, campground, and holiday park.",holiday park services | recreational activities | rv park & campground | onsite services,,9584
dicky beach holiday park,,dicky beach holiday park,au,queensland,,caloundra,4551,beerburrum street,1,-26.7821346,153.13624360283848,"1 beerburrum st, dicky beach, caloundra, qld, australia, queensland","au, australia, queensland, caloundra, 4551, beerburrum street, 1, -26.7821346, 153.13624360283848","dicky beach holiday park is a rv park/campground based in caloundra, australia.","enjoy direct access to the beach, a swimming pool, tennis court, playground, bbq and recreation room.",swimming pools | tennis court,consumer services,accommodation,accommodation & food services,+61754913342,+61754913342,dickybeach@sunshinecoastholidayparks.com.au,,,,sunshinecoastholidayparks.com.au,,dickybeachfamilyholidaypark/,,,,,,,"the company offers direct access to a beach, a swimming pool, tennis court, playground, bbq, and recreation room.",playground equipment rental | tennis court rental | beach vacation rentals | barbecue area rental | pool rentals | recreation space rental,,11021
maroochydore beach holiday park,,maroochydore beach holiday park,au,queensland,,maroochydore,4572,melrose parade,2,-26.660192,153.1027401,"2 melrose parade, 4558, maroochydore, qld, australia, queensland","au, australia, queensland, maroochydore, 4572, melrose parade, 2, -26.660192, 153.1027401","maroochydore beach holiday park is a rv park/campground based in maroochydore, australia.","situated right on the beach at maroochydore, the park is a great place to holiday with family and friends. sit back, relax, put your feet up and enjoy the break",maroochydore,consumer services,accommodation,accommodation & food services,+61754431167,+61754431167,maroochydore@sunshinecoastholidayparks.com.au,,,,sunshinecoastholidayparks.com.au,,MaroochydoreBeachHolidayPark/,,,,,,,"the company is a park located on the beach in maroochydore, offering a relaxing and enjoyable holiday experience for families and friends.",accommodation services | family vacation rental services,,15225
mooloolaba tourist park,,mooloolaba tourist park,au,queensland,mooloolaba,sunshine coast regional,4557,parkyn parade,,-26.6825339,153.12256499999998,"parkyn parade, mooloolaba qld 4557, australia","au, australia, queensland, sunshine coast regional, 4557, parkyn parade, , -26.6825339, 153.12256499999998","mooloolaba tourist park is a pub/bar based in sunshine coast regional, australia.",,,consumer services,pubs & bars,accommodation & food services,+61754441201,+61754441201,,,,holiday_parks/mooloolaba_beach_holiday_park/,sunshinecoastholidayparks.com.au,,,,,,,,,"mooloolaba tourist park is a bar located in sunshine coast regional, queensland, australia.",card payment services | tourist park | bar services | foodservice | alcoholic beverages | wheelchair accessibility services | takeout services | bathroom facilities | dine-in service | reservation services,,17536
