company_name,company_legal_names,company_commercial_names,main_country_code,main_region,main_city_district,main_city,main_postcode,main_street,main_street_number,main_latitude,main_longitude,main_address_raw_text,locations,short_description,long_description,business_tags,product_type,main_industry,main_sector,primary_phone,phone_numbers,primary_email,emails,other_emails,website_url,website_domain,website_language_code,facebook_url,twitter_url,instagram_url,linkedin_url,ios_app_url,android_app_url,youtube_url,generated_description,generated_business_tags,domains,id
daytona homes saskatoon,,daytona homes saskatoon,ca,saskatchewan,holmwood,saskatoon,s7v 1m2,aniskotaw way,510,52.122080000000004,-106.55851349999999,"showhome, brighton, 510 aniskotaw wy, saskatoon, sk s7v 1m2, canada","ca, canada, saskatchewan, saskatoon, s7v 1m2, aniskotaw way, 510, 52.122080000000004, -106.55851349999999","daytona homes saskatoon is a home builders & renovation contractor based in saskatoon, saskatchewan, canada.","daytona homes is proud to be one of saskatchewan, alberta and manitoba's leading new home builders. we're passionate about building new homes and we've been sharing this passion with customers since 1993. experienced and first-time home buyers can expect award-winning floor plans, exceptional quality from start to finish, and first-class customer service when they choose a daytona home. because we love what we do, you'll love your home",,professional services,general contractors & heavy construction,construction,+13067792288,+13067792288,,,,saskatoon/?opi=79508299&sa=U&ved=0ahUKEwjZ4vyO5emGAxXSC3kGHcipA34Q61gIFigS&usg=AOvVaw1hpM7TLSGX0i2vZIWE5dPJ,daytonahomes.ca,,,,daytonahomesyxe/,,,,,"daytona homes saskatoon is a home builder and corporate office located in saskatoon, saskatchewan, canada. the company offers a variety of home design options and services.",design services | corporate offices | single-family housing development | home design options | builder homes,,1798
daytona homes brighton,,daytona homes brighton,ca,saskatchewan,holmwood,saskatoon,s7v 1m2,aniskotaw way,510,52.1225613,-106.5576233,"510 aniskotaw wy, saskatoon, sk s7v 1m2, canada","ca, canada, saskatchewan, saskatoon, s7v 1m2, aniskotaw way, 510, 52.1225613, -106.5576233","daytona homes brighton is a construction services company based in saskatoon, saskatchewan, canada.",,,professional services,general contractors & heavy construction,construction,+13067138008,+13067138008,,,,saskatoon,daytonahomes.ca,,,,,,,,,"the daytona homes brighton is a construction company based in saskatoon, saskatchewan, canada.",wheelchair accessible parking lot | construction services | housing for sale,,2633
daytona homes winnipeg,,daytona homes winnipeg,ca,manitoba,,winnipeg,r2j 3j8,terracon place,106,49.8890306,-97.0596927,"106 terracon place, r2j 4g7, winnipeg, mb, canada, manitoba","ca, canada, manitoba, winnipeg, r2j 3j8, terracon place, 106, 49.8890306, -97.0596927","daytona homes winnipeg is a construction services company based in winnipeg, manitoba, canada.",,,professional services,general contractors & heavy construction,construction,+12042577117,+12042577117,,,,,daytonahomes.ca,,DaytonaHomesWinnipeg/,,,,,,,,,,4976
daytona homes - saxony glen show home,,daytona homes - saxony glen show home,ca,alberta,the grange,edmonton,t6w 3c3,31 avenue sw,3103,53.407177999999995,-113.6126156,"3103 169 st sw, edmonton, ab t6w 3c3, canada","ca, canada, alberta, edmonton, t6w 3c3, 31 avenue sw, 3103, 53.407177999999995, -113.6126156","daytona homes - saxony glen show home is a real estate agent/manager based in edmonton, alberta, canada.",,,professional services,real estate - agents & managers,real estate,+17804522288,+17804522288,,,,,daytonahomes.ca,,,,,,,,,"the daytona homes - saxony glen show home is a real estate agency located in edmonton, alberta, canada.",real estate services | housing for sale | builders work services,,11455
daytona homes show home in uplands at riverview,,daytona homes show home in uplands at riverview,ca,alberta,riverview,edmonton,t6m 2n6,27 avenue nw,2652,53.45888,-113.65902,"2652 194 st nw, edmonton, ab t6m 2n6, canada","ca, canada, alberta, edmonton, t6m 2n6, 27 avenue nw, 2652, 53.45888, -113.65902","daytona homes show home in uplands at riverview is a home builders & renovation contractor based in edmonton, alberta, canada.","daytona homes is proud to be one of alberta, saskatchewan and manitoba's leading new home builders. we're passionate about building new homes and we've been sharing this passion with customers since 1993. experienced and first-time home buyers can expect award-winning floor plans, exceptional quality from start to finish, and first-class customer service when they choose a daytona home. because we love what we do, you'll love your home",,professional services,general contractors & heavy construction,construction,+17806283567,+17806283567,,,,,daytonahomes.ca,,,,,,,,,"the daytona homes show home in uplands at riverview is a home builder located in edmonton, alberta, canada.",real estate development | housing for-sale builders,,12951
daytona homes rosewood show home,,daytona homes rosewood show home,ca,saskatchewan,rosewood park,regina,s4y 0c6,mapleford boulevard,7600,50.5013247,-104.68893960000001,"7600 mapleford blvd, regina, sk s4y 0c6, canada","ca, canada, saskatchewan, regina, s4y 0c6, mapleford boulevard, 7600, 50.5013247, -104.68893960000001","daytona homes rosewood show home is a home builders & renovation contractor based in regina, saskatchewan, canada.","the hutchinson family has made home ownership a reality for families since 1969 and brought this experience to daytona homes when it was founded in 1993. daytona homes has been a leader in the home building industry for 25 years and since then we’ve grown to include daytona homes, daytona communities, and daytona properties. when you buy a daytona home, you’ve joined the daytona family. and at daytona, the experience is more than a purchase. it begins with our customers and we work together to build both a home and a future for families. it’s our passionate team of employees, trades, suppliers, and partners that are committed to creating an unparalleled home buying experience. operating in the greater edmonton area, calgary, lethbridge, re",,professional services,general contractors & heavy construction,construction,+13067792288,+13067792288,,,,regina,daytonahomes.ca,,,,,,,,,"the daytona homes rosewood show home is a home builder located in regina, saskatchewan, canada.",rosewood residences | housing for-sale builders | home building services,,15553
daytona homes regina,,daytona homes regina,ca,saskatchewan,westerra,regina,s4t 1e6,dewdney avenue,7800,50.4551152,-104.6846656,"7800 dewdney avenue, regina, sk, canada s4t 1e6","ca, canada, saskatchewan, regina, s4t 1e6, dewdney avenue, 7800, 50.4551152, -104.6846656","daytona homes regina is a home builders & renovation contractor based in regina, saskatchewan, canada.","local proud builder of new homes in regina and area. we strive to build safe, attractive and long-lasting affordable homes that families can grow into. crafted with care. our show homes are open by appointment mon-thurs 4pm-8pm & sat/sun 12pm-5pm.",affordable housing,professional services,general contractors & heavy construction,construction,+13067792288,+13067792288,marketingreg@daytonahomes.ca,marketingreg@daytonahomes.ca,,,daytonahomes.ca,,DaytonaHomesRegina/,,,,,,,"the company is a local builder of new homes in regina and the surrounding area. they specialize in constructing safe, attractive, and affordable homes that are designed to be long-lasting and suitable for families to grow into. the homes are crafted with care and are available for viewing by appointment on weekdays from monday to thursday, 4pm-8pm, and on weekends from 12pm-5pm.",new home builder | construction services | real estate development,,16699
daytona homes reg,,daytona homes reg,ca,saskatchewan,,,,,,55.5321257,-106.141224,"saskatchewan, canada","ca, canada, saskatchewan, , , , , 55.5321257, -106.141224","daytona homes reg is a home builders & renovation contractor based in saskatchewan, canada.","local proud builder of new homes in regina and area. we strive to build safe, attractive and long-lasting affordable homes that familie",affordable housing,professional services,general contractors & heavy construction,construction,+13067792288,+13067792288,marketingreg@daytonahomes.ca,marketingreg@daytonahomes.ca,,,daytonahomes.ca,,pages/Glenrose-Master-Builder-Ltd/686845928056740/,,,,,,,"the company is a local builder of new homes in regina and the surrounding area. they prioritize the construction of safe, attractive, and affordable homes that are long-lasting and suitable for families.",new home builder | construction services | real estate development,,17299
daytona homes brighton show home,,daytona homes brighton show home,ca,saskatchewan,holmwood,saskatoon,s7v 0t2,mcfaull crescent,446,52.130970999999995,-106.5588853,"446 mcfaull cres, saskatoon, sk s7v 0t2, canada","ca, canada, saskatchewan, saskatoon, s7v 0t2, mcfaull crescent, 446, 52.130970999999995, -106.5588853","daytona homes brighton show home is a home builders & renovation contractor based in saskatoon, saskatchewan, canada.","daytona homes is a master home builder recognized for crafting family homes with care. as one of saskatoon's largest, most respected home builders, we offer over 25 years of professional expertise, customer service experience and business integrity to every customer. we are proud to have crafted with care over 9,000 new homes for satisfied families. we build award-winning new homes across saskatoon. check out our new single family homes, townhomes and duplexes for sale in northwest saskatoon and southeast saskatoon. view 2 preferred family communities today in kensington & brighton.",,professional services,general contractors & heavy construction,construction,+13062614163,+13062614163,,,,saskatoon,daytonahomes.ca,,,,,,,,,"the daytona homes brighton show home is a home builder located in saskatoon, saskatchewan, canada. the company specializes in custom home building and offers services such as providing online estimates, onsite services, and requiring appointments.",custom home building services | onsite services,,19100
daytona homes winnipeg,,daytona homes winnipeg,ca,manitoba,,winnipeg,r2j 3j8,terracon place,106,49.8890306,-97.0596927,"106 terracon place, winnipeg, mb, canada r2j 4g7","ca, canada, manitoba, winnipeg, r2j 3j8, terracon place, 106, 49.8890306, -97.0596927","daytona homes winnipeg is a construction services company based in winnipeg, manitoba, canada.",,,professional services,general contractors & heavy construction,construction,+12042577117,+12042577117,,,,,daytonahomes.ca,,Daytona-Homes-Winnipeg-1383480378372477/,,,,,,,,,,20607
