company_name,company_legal_names,company_commercial_names,main_country_code,main_region,main_city_district,main_city,main_postcode,main_street,main_street_number,main_latitude,main_longitude,main_address_raw_text,locations,short_description,long_description,business_tags,product_type,main_industry,main_sector,primary_phone,phone_numbers,primary_email,emails,other_emails,website_url,website_domain,website_language_code,facebook_url,twitter_url,instagram_url,linkedin_url,ios_app_url,android_app_url,youtube_url,generated_description,generated_business_tags,domains,id
dentistry for children ga,d4c dental brands inc.,dentistry for children ga | dentistry for children | dentistry for children georgia | dentistry for,us,georgia,,cumming,30040,post road,5071,34.203258505050506,-84.21988080808082,"5071 post rd
cumming, ga 30040","us, united states, georgia, cumming, 30040, post road, 5071, 34.203258505050506, -84.21988080808082 | us, united states, georgia, atlanta, 30331, redwine parkway, 3890, 33.65997508671682, -84.50903432431221 | us, united states, georgia, douglasville, 30135, the landing drive, 9375, 33.72796270584781, -84.73833841711858 | us, united states, georgia, dawsonville, 30534, dawson manner court, 100, 34.34846590254412, -84.0966977254249 | us, united states, georgia, austell, 30106, mulkey road southwest, 1678, 33.858868203125, -84.604378078125 | us, united states, georgia, gainesville, 30501, jesse jewell parkway southeast, 655, 34.29984155555556, -83.8204701111111 | us, united states, georgia, stockbridge, 30281, hudson bridge road, 1570, 33.50237221683676, -84.2420830392984 | us, united states, georgia, dunwoody, 30338, dunwoody village parkway, 1420, 33.949945047139465, -84.33348863025076 | us, united states, georgia, buford, 30518, buford drive, 4125, 34.0933424, -84.0001261 | us, united states, georgia, suwanee, 30024, old atlanta road, 4355, 34.0632059, -84.1275771320905","dentistry for children ga is a dentists & dental clinic based in cumming, georgia, united states.","at dentistry for children, we provide compassionate pediatric dental care in a fun, child-friendly setting. that's why we've designed our office specifically for the needs of pediatric patients. our atlanta-area dental team is focused on your kids. at dentistry for children, we don't just care for smiles—we create them. at dentistry for children, our children's dental practices are focused on creating a comfortable experience at every visit. each visit is an opportunity to ""treat & teach."" healthy dental habits are learned early and will stick with kids for a lifetime. parents, let's partner together to teach your child the invaluable lesson of the importance of oral prevention. bert's big adventure is a nonprofit organization that provides a magical journey to walt disney world for children with chronic and terminal illnesses and their families. following the annual five-day, all-expenses-paid trip, bert's big adventure provides year-round support through initiatives such as the reunion adventures, the fairy godparent volunteer program and additional services.",laser tongue and lip tie correction | dentistry with nitrous oxide | primary teeth | dental habits | pediatric dental services | dental service | oral health | pediatric dentists | dental x rays | dental care | dental sealants | dental filling | fluoride treatments | dental cleanings | sports mouth guard | tooth extractions | medical history forms | dental crown | root canals | dental and health | dental school | general dentists | the tooth fairy | orthodontist | teeth and mouth | patients & family | oral surgery | orthodontic treatments | pediatric patients | routine cleanings | everyday wear | dental practices | dental concerns | teeth cleaning | dental offers | treatment plan | terminal illness | space design | connective tissue | healthy diets | disney trip | toys & activity | healthy habits | education & prevention,consumer services,dentists & dental clinics,health care & social assistance,+17703434643,+16158144533 | +17703434643 | +17703434476 | +17706921000 | +17703434702 | +17703434389,dfc.marketing@d4c.com,,,,dentistry4children.com,en,Dentist4Children/,,dentistryforchildrenga/,,,,,"dentistry for children georgia is a pediatric dental care provider with 23 locations across georgia, including 22 in the atlanta area. the company focuses on education and prevention, offering a range of services such as dental cleanings, fillings, crowns, sealants, x-rays, fluoride treatments, and orthodontic care. dentistry for children georgia is dedicated to creating a child-friendly environment where children can receive compassionate care and develop positive feelings about dental health. the practice emphasizes early detection and prevention to ensure lifelong oral health for children.",dental cleanings | healthcare services | dental care for children | root canals | fluoride treatments | dents and sealants | denture services | diverse range of dental services | tooth extractions | laser tongue and lip tie correction | dentistry with nitrous oxide | oral health exams | sports mouthguards,dentistry4children.com | d4c.com,4123
dentistry for children,,dentistry for children,us,georgia,,atlanta,,,,33.7489924,-84.3902644,"camp creek medical center 3890 redwine road, sw suite 206, atlanta, ga, united states, georgia","us, united states, georgia, atlanta, , , , 33.7489924, -84.3902644","dentistry for children is a dentists & dental clinic based in atlanta, georgia, united states.",,,consumer services,dentists & dental clinics,health care & social assistance,+17706921000,+17706921000,,,,,dentistry4children.com,,Dentistry4ChildrenCampCreek/,,,,,,,,,,16962
dentistry for children,,dentistry for children,us,georgia,,woodstock,30189,towne lake parkway,2230,34.11417091836734,-84.55350804081633,"2230 towne lake pkwy, ste 100, # 1300, woodstock, ga, us 30189","us, united states, georgia, woodstock, 30189, towne lake parkway, 2230, 34.11417091836734, -84.55350804081633","dentistry for children is a dentists & dental clinic based in woodstock, georgia, united states.",,,consumer services,dentists & dental clinics,health care & social assistance,+17706921000,+17706921000,,,,,dentistry4children.com,,Dentistry4ChildrenWoodstock/,,,,,,,,,dentistry4children.com,20275
dentistry for children,,dentistry for children,us,georgia,,mcdonough,30252,highway 81 east,,33.436912,-84.118317,"1409 highway 20 w, mcdonough, ga, united states, georgia","us, united states, georgia, mcdonough, 30252, highway 81 east, , 33.436912, -84.118317","dentistry for children is a dentists & dental clinic based in mcdonough, georgia, united states.",,,consumer services,dentists & dental clinics,health care & social assistance,+17706921000,+17706921000,,,,,dentistry4children.com,,Dentistry4ChildrenMcDonough/,,,,,,,,,,26688
gregory a havelka dds,,gregory a havelka dds,us,nebraska,,omaha,68124,south 73rd street,2410,41.2364440785042,-96.02610528988994,"2410 s 73rd st ste 202, omaha, ne 68124","us, united states, nebraska, omaha, 68124, south 73rd street, 2410, 41.2364440785042, -96.02610528988994",,,,,,,+14023938439,+14023938439,,,,request-appointment/,dentistry4children.com,,Dentist4Children/,childrensdds,dentistryforchildrenga/,,,,,,,,27077
dentistry for children,,dentistry for children,us,georgia,,stone mountain,80083,james b. rivers memorial drive,6267,33.810452,-84.179103,"6267 memorial dr, stone mountain, ga, united states, georgia","us, united states, georgia, stone mountain, 80083, james b. rivers memorial drive, 6267, 33.810452, -84.179103","dentistry for children is a dentists & dental clinic based in stone mountain, georgia, united states.",,,consumer services,dentists & dental clinics,health care & social assistance,+17706921000,+17706921000,,,,,dentistry4children.com,,Dentistry4ChildrenStoneMountain/,,,,,,,,,,27704
dentistry for children - cumming midway,,dentistry for children - cumming midway,us,georgia,,cumming,30040,post road,5071,34.2033416,-84.21886769999999,"5071 post rd, cumming, ga 30040, united states","us, united states, georgia, cumming, 30040, post road, 5071, 34.2033416, -84.21886769999999","dentistry for children - cumming midway is a pediatric dental clinic based in cumming, georgia, united states.","dentistry for children georgia isn’t just any dental office. it’s a place where kids develop positive feelings toward dental health and start a lifetime of healthy smiles. your family will receive compassionate pediatric dental care in a fun, child-friendly environment at any of our convenient atlanta-area locations. plus, we’ve got you covered – we accept most insurances! contact us today to join our patient family",,consumer services,dentists & dental clinics,health care & social assistance,+17706921000,+17706921000,,,,locations/cumming-midway/,dentistry4children.com,,Dentistry4ChildrenCummingMidway/,,,,,,,"dentistry for children - cumming midway is a dental practice located in cumming, georgia, united states. the practice specializes in pediatric dentistry, cosmetic dentistry, dental hygiene, and endodontics.",healthcare services | pediatric dentistry | endodontic treatment,,27953
dentistry for children tisha ross dds,,dentistry for children tisha ross dds,us,georgia,,woodstock,30189,north medical parkway,199,34.110914199999996,-84.55226569999999,"2230 towne lake pkwy building 1300, suite 100, woodstock, ga 30189","us, united states, georgia, woodstock, 30189, north medical parkway, 199, 34.110914199999996, -84.55226569999999","dentistry for children tisha ross dds is a pediatric dental clinic based in woodstock, georgia, united states.",,,consumer services,dentists & dental clinics,health care & social assistance,+17706921000,+17706921000,,,,?opi=79508299&sa=U&ved=0ahUKEwiRnbC2rtqHAxU1F1kFHSdWBUYQ61gIEigO&usg=AOvVaw2KsBhQSM9YNFVW_Puyz60x,dentistry4children.com,,,,,,,,,"dentistry for children: tisha ross, dds is a pediatric dentist based in woodstock, georgia, united states. the practice specializes in providing dental care for children.",healthcare services | dental care for children,,29813
dentistry for children,,dentistry for children,us,georgia,,peachtree city,30269,commerce drive,450,33.39895718886004,-84.59141293765057,"450 commerce dr, peachtree city, ga, united states, georgia","us, united states, georgia, peachtree city, 30269, commerce drive, 450, 33.39895718886004, -84.59141293765057","dentistry for children is a dentists & dental clinic based in peachtree city, georgia, united states.",,,consumer services,dentists & dental clinics,health care & social assistance,+17706921000,+17706921000,,,,,dentistry4children.com,,Dentistry4ChildrenPeachtreeCity/,,,,,,,,,,30331
dentistry for children sakita brown,,dentistry for children sakita brown,us,georgia,,snellville,30078,scenic highway,2059,33.866623499999996,-84.01802289999999,"2059 scenic hwy n suite 109, snellville, ga 30078","us, united states, georgia, snellville, 30078, scenic highway, 2059, 33.866623499999996, -84.01802289999999","dentistry for children sakita brown is a pediatric dental clinic based in snellville, georgia, united states.",,,consumer services,dentists & dental clinics,health care & social assistance,+17706921000,+17706921000,,,,locations/snellville/%3Futm_source%3Dorganic%26utm_medium%3Dlisting%26utm_campaign%3Dgmb&opi=79508299&sa=U&ved=0ahUKEwjE197B0dmHAxVE4ckDHRXBCygQ61gIECgN&usg=AOvVaw3eB8pC7ni_SFMJ4Ja0IvS7,dentistry4children.com,,,,,,,,,"dentistry for children: sakita brown is a pediatric dentist located in snellville, georgia, united states. the practice specializes in providing dental care for children.",dental care for children | healthcare services,,33372
