company_name,company_legal_names,company_commercial_names,main_country_code,main_region,main_city_district,main_city,main_postcode,main_street,main_street_number,main_latitude,main_longitude,main_address_raw_text,locations,short_description,long_description,business_tags,product_type,main_industry,main_sector,primary_phone,phone_numbers,primary_email,emails,other_emails,website_url,website_domain,website_language_code,facebook_url,twitter_url,instagram_url,linkedin_url,ios_app_url,android_app_url,youtube_url,generated_description,generated_business_tags,domains,id
sunlife pharmacy al noor,,sunlife pharmacy al noor,qa,al rayyan,fereej al soudan,al rayyan,,salwa road,,25.2603516,51.489813000000005,"al muntazah, doha, qatar","qa, qatar, al rayyan, al rayyan, , salwa road, , 25.2603516, 51.489813000000005","sunlife pharmacy al noor is a pharmacy based in al rayyan, qatar.",,,nondurable products,pharmaceuticals,pharmaceuticals & cosmetics,+97470459391,+97470459391,,,,,sunlife.qa,,,,,,,,,"sunlife pharmacy al noor is a business located in al rayyan, qatar. it operates as a pharmacy, herbal medicine store, sports bar, and sports nutrition store.",herbal products | pharmacy services | card payment services | healthcare services | in-store pickup | sports nutrition | drive-through service,,2415
sunlife,,sunlife,qa,umm salal,,,,street 1124,,25.488281399999998,51.390571699999995,"umm al amad, qatar","qa, qatar, umm salal, , , street 1124, , 25.488281399999998, 51.390571699999995",sunlife is a pharmacy based in qatar.,,,nondurable products,pharmaceuticals,pharmaceuticals & cosmetics,,,,,,,sunlife.qa,,,,,,,,,the sunlife business is categorized as a pharmacy.,medical supplies | healthcare services | pharmacy services,,2795
sunlife pharmacy - gharrafah,,sunlife pharmacy - gharrafah,qa,al rayyan,al gharrafa,al rayyan,,,,25.3330754,51.4470825,"doha, qatar","qa, qatar, al rayyan, al rayyan, , , , 25.3330754, 51.4470825","sunlife pharmacy - gharrafah is a pharmacy based in al rayyan, qatar.",,,nondurable products,pharmaceuticals,pharmaceuticals & cosmetics,+97431586465,+97431586465,,,,%3Futm_source%3Dgmb%26utm_medium%3Dreferral&opi=79508299&sa=U&ved=0ahUKEwjoqceP0ZmGAxUohu4BHX2XAvUQ61gIFCgQ&usg=AOvVaw0DP59xp-Q4bfLGT7ioC6XM,sunlife.qa,,,,,,,,,,,,5400
sunlife online,,sunlife online | sunlife | sunlife pharmacy,,,,,,,,,,,,,"sunlife pharmacy is a group of online and retail pharmacy in qatar that delivers best quality medications with fastest delivery across the state. the retail stores are located at mushereib, umm salal, al madina etc. we cares about your health & beauty with our products and services. the online pharmacy gives you the privileges' to shop by categories like pharmacy, popaya, sweet secret, family care, beauty corner, supplements & vitamins, brands, medicines & treatment, cosmetics & personal care, mother & baby care, home health care, hair and nail care, ferosom forte , and more. it offers quick delivery within same day on selected orders. we keep updating the categories with famous brands and products which are in huge demand. we have successfully managed our legacy for over a decade and looking forward to take it further with great products and attractive deals. qatar's top online pharmacy for quality medications, vitamins, supplements, health & beauty items with fast free delivery 24/7.",online pharmacies | vitamin supplement | mom & baby care | medical & health | fitness & weight loss | moms & babies | beauty & care | sports nutrition | personal care | health care | hair care | skin care | dark spots | fragrance spray | whitening cream | cosmetics & personal care | lip balms | mother & baby care | supplements & vitamin | home health care | hair and nails | care & beauty | retail pharmacies | fresh orange,nondurable products,pharmaceuticals,pharmaceuticals & cosmetics,,,,,,,sunlife.qa,en,sunlifepharmaciesqatar/,,sunlifepharmaciesqatar/,,,,,"sunlife pharmacy al noor is an online and retail pharmacy group based in doha, qatar. the company offers a wide range of quality medications, vitamins, supplements, health and beauty items, and personal care products. sunlife pharmacy provides fast and free delivery services 24/7. the retail stores are located at mushereib, umm salal, and al madina. the online pharmacy caters to various categories including pharmacy, family care, beauty corner, supplements and vitamins, cosmetics and personal care, and home health care. sunlife pharmacy is committed to customer health and beauty through its products and services.",medications and supplements | weight loss & fitness | sweet secret | home and health care | sports nutrition | baby care | nails care | family care | cosmetics & personal care | online pharmacy store | beauty products,sunlife.qa,6291
sunlife khartiyat pharmacy,,sunlife khartiyat pharmacy,qa,umm salal,,umm salal muhammad,,shuail bin nasser al attiya street,,25.3953113,51.4297335,"umm salal muhammed, qatar","qa, qatar, umm salal, umm salal muhammad, , shuail bin nasser al attiya street, , 25.3953113, 51.4297335","sunlife khartiyat pharmacy is a pharmacy based in umm salal muhammad, qatar.",,,nondurable products,pharmaceuticals,pharmaceuticals & cosmetics,+97430882728,+97430882728,,,,,sunlife.qa,,,,,,,,,"sunlife khartiyat pharmacy is a business located in umm salal muhammad, qatar. it operates as a pharmacy and provides various medical services, including local medical services, medical center facilities, and the sale of organic and oriental medicines.",in-store pickup | medical center establishment | shopping services | local medical services | pharmacy services | card payment services | drive-through service | organic and oriental medicines,,12163
sunlife pharmacy downtown,,sunlife pharmacy downtown,qa,doha,,doha,,ras abu abboud,,25.282415099999998,51.5433204,"ras abu abboud st, doha, qatar","qa, qatar, doha, doha, , ras abu abboud, , 25.282415099999998, 51.5433204","sunlife pharmacy downtown is a pharmacy based in doha, qatar.",,,nondurable products,pharmaceuticals,pharmaceuticals & cosmetics,+97470689669,+97470689669,,,,,sunlife.qa,,,,,,,,,"sunlife pharmacy downtown is a pharmacy located in doha, qatar.",wheelchair accessible entrance | credit card payment | pharmacy services | shopping services,,12469
sunlife pharmacy al-shafi صيدلية سن لايف آل شافي,,sunlife pharmacy al-shafi صيدلية سن لايف آل شافي,qa,al rayyan,new al rayyan,al rayyan,,al shafi street,103,25.293716499999995,51.4203705,"zone 53, street 989, building, 103 al shafi, ar-rayyan, qatar","qa, qatar, al rayyan, al rayyan, , al shafi street, 103, 25.293716499999995, 51.4203705","sunlife pharmacy al-shafi صيدلية سن لايف آل شافي is a pharmacy based in al rayyan, qatar.",,,nondurable products,pharmaceuticals,pharmaceuticals & cosmetics,+97430276203,+97430276203,,,,,sunlife.qa,,,,,,,,,"sunlife pharmacy al-shafi is a pharmacy located in al rayyan, qatar.",healthcare products | drug stores services,,13135
sunlife pharmacy msheireb - مشيرب,,sunlife pharmacy msheireb - مشيرب,qa,doha,,doha,,al amwaaj street,42,25.276738399999996,51.522574999999996,"42, street 870, fareej abdul-aziz, doha, qatar","qa, qatar, doha, doha, , al amwaaj street, 42, 25.276738399999996, 51.522574999999996","sunlife pharmacy msheireb - مشيرب is a pharmacy based in doha, qatar.",,,nondurable products,pharmaceuticals,pharmaceuticals & cosmetics,+97474793578,+97474793578,,,,,sunlife.qa,,,,,,,,,"sunlife pharmacy msheireb is a pharmacy located in doha, qatar.",pharmaceutical products | healthcare products | pharmacy services | medical supplies,,17613
sunlife online pharmacies,,sunlife online pharmacies | sunlife,qa,doha,,doha,,,,25.2856329,51.5264162,"doha, doha, qatar","qa, qatar, doha, doha, , , , 25.2856329, 51.5264162","sunlife online pharmacies is a pharmaceutical products supplier based in doha, qatar.",sunlife online pharmacy is a leading and renowned name in pharmacies in qatar.,online pharmacies | medical | pharmaceuticals and chemicals | pharmaceutical manufacturing,nondurable products,pharmaceuticals,pharmaceuticals & cosmetics,,,,,,,sunlife.qa,,,,,company/sunlife-pharmacies,,,,sunlife online pharmacy is a prominent company in the pharmacy industry in qatar.,online pharmacy services | pharmaceutical products | healthcare services,sunlife.qa,17637
sunlife pharmacy j mall,,sunlife pharmacy j mall,qa,doha,,doha,,rawdat majed street,,25.347437499999998,51.4855625,"doha, qatar","qa, qatar, doha, doha, , rawdat majed street, , 25.347437499999998, 51.4855625","sunlife pharmacy j mall is a pharmacy based in doha, qatar.",,,nondurable products,pharmaceuticals,pharmaceuticals & cosmetics,+97430294543,+97430294543,,,,%3Futm_source%3Dgmb%26utm_medium%3Dreferral&opi=79508299&sa=U&ved=0ahUKEwjC-of9l56GAxU0h_0HHYsWBH4Q61gIFCgQ&usg=AOvVaw2LBKUlqXCZiE5diAXiHfF0,sunlife.qa,,,,,,,,,,,,19921
