company_name,company_legal_names,company_commercial_names,main_country_code,main_region,main_city_district,main_city,main_postcode,main_street,main_street_number,main_latitude,main_longitude,main_address_raw_text,locations,short_description,long_description,business_tags,product_type,main_industry,main_sector,primary_phone,phone_numbers,primary_email,emails,other_emails,website_url,website_domain,website_language_code,facebook_url,twitter_url,instagram_url,linkedin_url,ios_app_url,android_app_url,youtube_url,generated_description,generated_business_tags,domains,id
timpson mobile locksmiths,,timpson mobile locksmiths,gb,wales,,llandudno,ll30 2ng,victoria centre,unit 35,53.323385099999996,-3.8288383000000006,"35, victoria centre, llandudno ll30 2ng, united kingdom","gb, united kingdom, wales, llandudno, ll30 2ng, victoria centre, unit 35, 53.323385099999996, -3.8288383000000006","timpson mobile locksmiths is a locksmith services company based in llandudno, united kingdom.",,,professional services,engineering services,architecture & engineering services,+448000187187,+448000187187,,,,areas/north-wales/?opi=79508299&sa=U&ved=0ahUKEwi9n82hqfaKAxXo0gIHHZdKN78Q61gIFigS&usg=AOvVaw0q161fWWAkXFCUCOK5RLJT,timpsonsecurity.co.uk,,,,,,,,,"timpson mobile locksmiths is a company based in llandudno, wales, united kingdom. it operates within the locksmith industry, providing emergency locksmith services.",emergency locksmiths | lockout assistance,,197
timpson mobile locksmiths,,timpson mobile locksmiths,gb,england,,preston,pr1 2nq,friargate walk,,53.758918699999995,-2.7017272,"83b friargate, preston pr1 2nq, united kingdom","gb, united kingdom, england, preston, pr1 2nq, friargate walk, , 53.758918699999995, -2.7017272","timpson mobile locksmiths is a locksmith services company based in preston, united kingdom.",,,professional services,engineering services,architecture & engineering services,+448000187187,+448000187187,,,,areas/lancashire/,timpsonsecurity.co.uk,,,,,,,,,"timpson mobile locksmiths is a company based in preston, england, specializing in emergency locksmith services. the company operates within the locksmith industry, providing various locksmith solutions.",lockout assistance | emergency locksmith services in preston,,2070
timpson mobile locksmiths,,timpson mobile locksmiths,gb,,,,,,,54.7023545,-3.2765753,,"gb, united kingdom, , , , , , 54.7023545, -3.2765753",timpson mobile locksmiths is a locksmith services company based in united kingdom.,,,professional services,engineering services,architecture & engineering services,+448000187187,+448000187187,,,,areas/lincolnshire/&opi=79508299&sa=U&ved=0ahUKEwiAoLKip8KGAxUjdqQEHTIGHGAQ61gIBygE&usg=AOvVaw3CDoWtJD5YfWt6VNr7ZUsl,timpsonsecurity.co.uk,,,,,,,,,"timpson mobile locksmiths is a service establishment specializing in emergency locksmith services. the company operates within the locksmith industry, providing immediate assistance with locked keys.",service provider | lockout assistance | emergency locksmiths,,3885
timpson mobile locksmiths,,timpson mobile locksmiths,gb,england,,poole,bh15 1sz,dolphin centre,87,50.718436999999994,-1.9800740000000001,"87 dolphin centre, poole bh15 1sz, united kingdom","gb, united kingdom, england, poole, bh15 1sz, dolphin centre, 87, 50.718436999999994, -1.9800740000000001","timpson mobile locksmiths is a locksmith services company based in poole, united kingdom.",,,professional services,engineering services,architecture & engineering services,+448000187187,+448000187187,,,,areas/bournemouth/,timpsonsecurity.co.uk,,,,,,,,,"timpson mobile locksmiths is a company based in poole, england, united kingdom. it operates within the locksmith industry, providing emergency locksmith services.",emergency locksmiths,,4003
timpson mobile locksmiths,,timpson mobile locksmiths,gb,england,,london,sw19 7nh,wimbledon bridge,19,51.42107699999999,-0.20640599999999995,"19 wimbledon bridge, london sw19 7nh, united kingdom","gb, united kingdom, england, london, sw19 7nh, wimbledon bridge, 19, 51.42107699999999, -0.20640599999999995","timpson mobile locksmiths is a locksmith services company based in london, united kingdom.","timpson locksmiths is one of the uk’s most trusted emergency locksmiths. after decades of changing and repairing locks, replacing keys, opening safes, and improving home security across the country, we’re recognised for our fast and reliable service. it’s our mission to help people around the uk when they need us. our dbs-checked emergency locksmiths can be called out 24 hours a day, every day, and use their years of experience to always give you peace of mind. whether you’re locked out of your house, lost your keys, or simply upgrading your home security, our local locksmiths can help you quickly. call us today for everything from lock changes to advanced alarm systems",,professional services,engineering services,architecture & engineering services,+448000187187,+448000187187,,,,areas/surrey/,timpsonsecurity.co.uk,,,,,,,,,"timpson mobile locksmiths is a company based in london, england, specializing in emergency locksmith services and general locksmith work.",locksmith services in london,,17653
timpson mobile locksmiths,,timpson mobile locksmiths,gb,england,,bicester,ox26 1de,lakeview drive,,51.891661000000006,-1.1608150000000002,"lakeview dr, bicester ox26 1de, united kingdom","gb, united kingdom, england, bicester, ox26 1de, lakeview drive, , 51.891661000000006, -1.1608150000000002","timpson mobile locksmiths is a locksmith services company based in bicester, united kingdom.","timpson locksmiths is one of the uk’s most trusted emergency locksmiths. after decades of changing and repairing locks, replacing keys, opening safes, and improving home security across the country, we’re recognised for our fast and reliable service. it’s our mission to help people around the uk when they need us. our dbs-checked emergency locksmiths can be called out 24 hours a day, every day, and use their years of experience to always give you peace of mind. whether you’re locked out of your house, lost your keys, or simply upgrading your home security, our local locksmiths can help you quickly. call us today for everything from lock changes to advanced alarm systems",,professional services,engineering services,architecture & engineering services,+448000187187,+448000187187,,,,areas/bicester/,timpsonsecurity.co.uk,,,,,,,,,"timpson mobile locksmiths is a company based in bicester, england, united kingdom. it operates within the emergency locksmith service industry, providing locksmith solutions.",lockout assistance,,19651
timpson mobile locksmiths,,timpson mobile locksmiths,gb,england,,tunbridge wells,tn1 2ss,royal victoria place,63,51.13499600000001,0.265729,"63, victoria centre, tunbridge wells tn1 2ss, united kingdom","gb, united kingdom, england, tunbridge wells, tn1 2ss, royal victoria place, 63, 51.13499600000001, 0.265729","timpson mobile locksmiths is a locksmith services company based in tunbridge wells, united kingdom.",,,professional services,engineering services,architecture & engineering services,+448000187187,+448000187187,,,,areas/south-east/,timpsonsecurity.co.uk,,,,,,,,,"timpson mobile locksmiths is a company based in tunbridge wells, england, united kingdom. it operates within the locksmith industry, providing emergency locksmith services.",lockout assistance,,20441
timpson locksmiths ltd.,timpson locksmiths ltd.,,gb,england,,bury st edmunds,ip32 7bt,bedingfeld way,,52.239867999999994,0.7336615999999998,"bedingfield way morton hill, bury saint edmunds ip32 7bt, united kingdom","gb, united kingdom, england, bury st edmunds, ip32 7bt, bedingfeld way, , 52.239867999999994, 0.7336615999999998","timpson locksmiths ltd. is a locksmith services company based in bury st edmunds, united kingdom.","chain of locksmiths, also offering other services including engraving and shoe repairs.",,professional services,engineering services,architecture & engineering services,+441284750578,+441284750578,,,,,timpsonsecurity.co.uk,,,,,,,,,"timpson locksmiths ltd is a company based in bury st edmunds, england, specializing in locksmith services.",locksmith service,,21571
timpson mobile locksmiths,,timpson mobile locksmiths,gb,,,,,,,54.7023545,-3.2765753,,"gb, united kingdom, , , , , , 54.7023545, -3.2765753",timpson mobile locksmiths is a locksmith services company based in united kingdom.,,,professional services,engineering services,architecture & engineering services,+448000187187,+448000187187,,,,areas/shrewsbury/,timpsonsecurity.co.uk,,,,,,,,,,,,22504
timpson mobile locksmiths,,timpson mobile locksmiths,gb,england,great barr,birmingham,b42 1tn,walsall road,925,52.545083999999996,-1.931654,"925 walsall rd, great barr, birmingham b42 1tn, united kingdom","gb, united kingdom, england, birmingham, b42 1tn, walsall road, 925, 52.545083999999996, -1.931654","timpson mobile locksmiths is a locksmith services company based in birmingham, united kingdom.",,,professional services,engineering services,architecture & engineering services,+448000187187,+448000187187,,,,areas/west-midlands/,timpsonsecurity.co.uk,,,,,,,,,"timpson mobile locksmiths is a company based in birmingham, england, united kingdom. it operates within the locksmith industry, providing both general locksmith services and emergency locksmith services.",lockout assistance | locksmith services birmingham,,23741
