company_name,company_legal_names,company_commercial_names,main_country_code,main_region,main_city_district,main_city,main_postcode,main_street,main_street_number,main_latitude,main_longitude,main_address_raw_text,locations,short_description,long_description,business_tags,product_type,main_industry,main_sector,primary_phone,phone_numbers,primary_email,emails,other_emails,website_url,website_domain,website_language_code,facebook_url,twitter_url,instagram_url,linkedin_url,ios_app_url,android_app_url,youtube_url,generated_description,generated_business_tags,domains,id
outdoor pool at leisure world of maryland,,outdoor pool at leisure world of maryland,us,maryland,,silver spring,20906,rossmoor boulevard,3700,39.10113440000001,-77.0726452,"3700 rossmoor blvd, silver spring, md 20906","us, united states, maryland, silver spring, 20906, rossmoor boulevard, 3700, 39.10113440000001, -77.0726452",,,,,,,,,,,,discover-our-lifestyle/,leisureworldmaryland.com,,,,,,,,,"the outdoor pool at leisure world of maryland is a swimming pool located in silver spring, maryland, united states.",fitness and recreational sports centers | recreational activities | outdoor swimming pool,,413
cathy gilmour real estate inc.,cathy gilmour real estate inc.,,us,maryland,,silver spring,20906,rossmoor boulevard,3701,39.1008427,-77.0749673,"3701 rossmoor blvd, silver spring, maryland, 20906, united states","us, united states, maryland, silver spring, 20906, rossmoor boulevard, 3701, 39.1008427, -77.0749673","cathy gilmour real estate inc. is a real estate agent/manager based in silver spring, maryland, united states.",,real estate,professional services,real estate - agents & managers,real estate,+13015981000,+13015981000,,,,,leisureworldmaryland.com,,LeisureWorldofMaryland/,LeisureWorldMd,leisureworldmaryland/,company/cathy-gilmour-real-estate-inc,,,,,,,4163
leisure world of maryland,,leisure world of maryland,us,maryland,,silver spring,20910,pine orchard drive,15316,39.10863870000001,-77.0639648,"3301 n leisure world blvd, silver spring, md 20906","us, united states, maryland, silver spring, 20910, pine orchard drive, 15316, 39.10863870000001, -77.0639648","leisure world of maryland is a senior care and assisted living facility based in silver spring, maryland, united states.",,,consumer services,social services,health care & social assistance,+13015981500,+13015981500,,,,,leisureworldmaryland.com,,,,,,,,,"the leisure world of maryland is a retirement community located in silver spring, maryland, united states.",community amenities | fitness center | wheelchair accessible entrance | shopping | recreations | continuing care retirement community | retirement community | health care,,5895
cathy gilmour real estate inc.,cathy gilmour real estate inc.,,us,maryland,,silver spring,20906,rossmoor boulevard,3701,39.1008427,-77.0749673,"3701 rossmoor blvd, silver spring, maryland, 20906, united states","us, united states, maryland, silver spring, 20906, rossmoor boulevard, 3701, 39.1008427, -77.0749673","cathy gilmour real estate inc. is a real estate agent/manager based in silver spring, maryland, united states.",,real estate,professional services,real estate - agents & managers,real estate,+13015981000,+13015981000,,,,,leisureworldmaryland.com,,LeisureWorldofMaryland/,LeisureWorldMd,leisureworldmaryland/,company/cathy-gilmour-real-estate-inc,,,,,,,8023
leisure world of maryland,,leisure world of maryland,us,maryland,,silver spring,20906,interlachen drive,15100,39.1065788269043,-77.06932830810547,,"us, united states, maryland, silver spring, 20906, interlachen drive, 15100, 39.1065788269043, -77.06932830810547","leisure world of maryland is a real estate agent/manager based in silver spring, maryland, united states.",,,professional services,real estate - agents & managers,real estate,+13015981530,+13015981530,,,,,leisureworldmaryland.com,,,,,,,,,,,leisureworldmaryland.com,12522
indoor pool of leisure world of maryland,,indoor pool of leisure world of maryland,us,maryland,,silver spring,20906,north leisure world boulevard,3300,39.108442,-77.0691595,"3300 n leisure world blvd, silver spring, md 20906, united states","us, united states, maryland, silver spring, 20906, north leisure world boulevard, 3300, 39.108442, -77.0691595",,,,,,,+13015981000,+13015981000,,,,discover-our-lifestyle/,leisureworldmaryland.com,,,,,,,,,"the indoor pool of leisure world of maryland is a swimming pool located in silver spring, maryland, united states.",fitness and recreational sports centers | water volleyball | indoor pools | recreational activities,,13085
cathy gilmour real estate inc.,cathy gilmour real estate inc.,,us,maryland,,silver spring,20906,rossmoor boulevard,3701,39.1008427,-77.0749673,"3701 rossmoor blvd, silver spring, maryland, 20906, united states","us, united states, maryland, silver spring, 20906, rossmoor boulevard, 3701, 39.1008427, -77.0749673",,,,,,,+13015981000,+13015981000,,,,,leisureworldmaryland.com,,,,,company/cathy-gilmour-real-estate-inc,,,,,,,14305
leisure world of maryland,,leisure world of maryland,us,maryland,,silver spring,20906,rossmoor boulevard,3701,39.1008427,-77.0749673,"3701 rossmoor blvd, silver spring, md 20906","us, united states, maryland, silver spring, 20906, rossmoor boulevard, 3701, 39.1008427, -77.0749673",,,,,,,+13015981000,+13015981000,,,,join-our-community/,leisureworldmaryland.com,,LeisureWorldofMaryland/,LeisureWorldMd,leisureworldmaryland/,,,,,,,leisureworldmaryland.com,18435
leisure world of maryland,,leisure world of maryland,us,maryland,,silver spring,20906,rossmoor boulevard,3701,39.1011824,-77.07304049999999,"3701 rossmoor blvd, silver spring, md 20906","us, united states, maryland, silver spring, 20906, rossmoor boulevard, 3701, 39.1011824, -77.07304049999999","leisure world of maryland is a senior care and assisted living facility based in silver spring, maryland, united states.",,,consumer services,social services,health care & social assistance,,,,,,,leisureworldmaryland.com,,,,,,,,,"leisure world of maryland is a multifaceted organization located in silver spring, maryland, united states. it operates as a retirement community, assisted living facility, and non-profit organization. additionally, it features a private golf course.",assisted living facility services | non-profit organization | public golf course | retirement community,,21637
leisure world of maryland,,leisure world of maryland,us,maryland,,silver spring,20906,pennfield circle,15000,39.09869510000001,-77.0745243,"15000 pennfield cir, silver spring, md 20906","us, united states, maryland, silver spring, 20906, pennfield circle, 15000, 39.09869510000001, -77.0745243","leisure world of maryland is a property management company based in silver spring, maryland, united states.",,,professional services,real estate - agents & managers,real estate,+13015981335,+13015981335,,,,,leisureworldmaryland.com,,,,,,,,,"leisure world of maryland is a property management company and condominium complex based in silver spring, maryland, united states.",condominium administration services | property management services,,30226
