company_name,company_legal_names,company_commercial_names,main_country_code,main_region,main_city_district,main_city,main_postcode,main_street,main_street_number,main_latitude,main_longitude,main_address_raw_text,locations,short_description,long_description,business_tags,product_type,main_industry,main_sector,primary_phone,phone_numbers,primary_email,emails,other_emails,website_url,website_domain,website_language_code,facebook_url,twitter_url,instagram_url,linkedin_url,ios_app_url,android_app_url,youtube_url,generated_description,generated_business_tags,domains,id
jason j eads attorney,,jason j eads attorney,us,california,,arcata,95521,bayside road,381,40.863205699999995,-124.07440240000001,"381 bayside rd, arcata, ca 95521, united states","us, united states, california, arcata, 95521, bayside road, 381, 40.863205699999995, -124.07440240000001",,,,,,,+17078221771,+17078221771,,,,,shkklaw.com,,,,,,,,,"jason j eads attorney is a legal professional based in arcata, california, united states. he operates within the legal sector, providing legal services.",law firm | legal representation,,8695
stokes steeves rowe hamer,,stokes steeves rowe hamer,us,california,,arcata,95521,bayside road,,40.8659782409668,-124.07771301269531,,"us, united states, california, arcata, 95521, bayside road, , 40.8659782409668, -124.07771301269531",,,,,,,+17078221771,+17078221771,,,,,shkklaw.com,,,,,,,,,,,,10315
stokes hamer kaufman & kirk llp.,stokes hamer kaufman & kirk llp.,,us,california,,arcata,95521,bayside road,381,40.8659923,-124.0777425,"381 bayside rd, arcata, california, 95521, united states","us, united states, california, arcata, 95521, bayside road, 381, 40.8659923, -124.0777425",,,legal services | law practice,,,,+17078221771,+17078221771,,,,,shkklaw.com,,,,,company/stokes-hamer-kaufman-&-kirk-llp,,,,,,,10822
stokes hamer kaufman & kirk llp.,stokes hamer kaufman & kirk llp.,,us,california,,arcata,95521,bayside road,381,40.8659923,-124.0777425,"381 bayside rd, arcata, california, 95521, united states","us, united states, california, arcata, 95521, bayside road, 381, 40.8659923, -124.0777425",,,law practice | legal services,,,,+17078221771,+17078221771,,,,,shkklaw.com,,,,,company/stokes-hamer-kaufman-&-kirk-llp,,,,,,,11689
stokes hamer kirk eads & firpo llp.,stokes hamer kirk eads & firpo llp.,,us,california,,arcata,95521,bayside road,381,40.8659923,-124.0777425,"381 bayside road, suite a, arcata, california 95521, united states","us, united states, california, arcata, 95521, bayside road, 381, 40.8659923, -124.0777425","stokes hamer kirk eads & firpo llp. is a general practice attorney based in arcata, california, united states.","serving humboldt county residents for over 70 years. eric kirk, specializing in civil litigation, real property law, water rights, business law, estate administration, and contracts. elan firpo, specializing in family law and child custody matters. jason eads, specializing in trusts and estate planning, business law, municipal law, and commercial contracts. chris hamer, specializing in construction litigation, real estate, probate, water rights, and business law. stokes, hamer, kirk, eads & firpo, llp has provided quality legal services to clients in humboldt, trinity, and mendocino counties since 1948. our firm provides legal services in the areas of: -business/ contract law -real estate -real property -civil litigation -family law -probate -estate planning -construction law -mediation -elder abuse law. established in 1948 by john stokes jr., stokes, hamer, kirk, eads & firpo, llp has a reputation of providing excellent services with the highest levels of client satisfaction. after the liberation of paris, group commander stokes, based in france, made his last combat flight on march 13, 1945.",,professional services,lawyers,legal,+17078221771,+17078221771,receptionist@shkklaw.com,receptionist@shkklaw.com,,,shkklaw.com,en,,,,,,,,"mcgeorge school of law j.d., legally known as case orr paterson & cunningham llp, is a law firm based in arcata, california. established in 1948 by john stokes jr., the firm has a long-standing reputation for providing high-quality legal services with a focus on client satisfaction. the firm specializes in various areas including business and contract law, real estate, civil litigation, family law, probate, estate planning, construction law, mediation, and elder abuse law. the firm serves clients in humboldt, trinity, and mendocino counties.",child custody services | litigation services | elder abuse services | law firm | real property management services | estate administration services | mediation services | family law services | municipal contract law services | water rights services | construction litigation representation | trusts and estates services,shkklaw.com,12900
stokes hamer kirk & eads llp.,stokes hamer kirk & eads llp.,,us,california,,arcata,95521,,,40.86651611328125,-124.08283996582031,"united states, california, arcata, 381 bayside road suite a, 95521","us, united states, california, arcata, 95521, , , 40.86651611328125, -124.08283996582031",,,,,,,+17078221771,+17078221771,,,,,shkklaw.com,,,,,,,,,,,shkklaw.com,17438
"stokes iii, john r",,"stokes iii, john r",us,california,,arcata,95521,bayside road,,40.8659782409668,-124.07771301269531,,"us, united states, california, arcata, 95521, bayside road, , 40.8659782409668, -124.07771301269531",,,,,,,+17078221771,+17078221771,,,,,shkklaw.com,,,,,,,,,,,,18453
stokes hamer kirk eads & firpo llp.,stokes hamer kirk eads & firpo llp.,,us,california,,arcata,95521,bayside road,381,40.863205699999995,-124.07440229999999,"381 bayside rd # a, arcata, ca 95521, united states","us, united states, california, arcata, 95521, bayside road, 381, 40.863205699999995, -124.07440229999999",,,,,,,+17078221771,+17078221771,,,,,shkklaw.com,,Stokes-Hamer-Kirk-Eads-LLP-192064214479345/,,,,,,,"stokes, hamer, kirk, eads & firpo, llp is a law firm based in arcata, california, united states. the firm specializes in corporate and estate law.",law firm | corporate and property law services,,19626
"hamer, chris j.",,"hamer, chris j.",us,california,,arcata,95521,bayside road,,40.8659782409668,-124.07771301269531,,"us, united states, california, arcata, 95521, bayside road, , 40.8659782409668, -124.07771301269531",,,,,,,+17078221771,+17078221771,,,,,shkklaw.com,,,,,,,,,,,,22929
"kaufman, josh",,"kaufman, josh",us,california,,arcata,95521,bayside road,,40.8659782409668,-124.07771301269531,,"us, united states, california, arcata, 95521, bayside road, , 40.8659782409668, -124.07771301269531",,,,,,,+17078221771,+17078221771,,,,,shkklaw.com,,,,,,,,,,,,28969
stokes hamer kirk & eads llp.,stokes hamer kirk & eads llp.,,us,california,,arcata,95521,,,40.86651611328125,-124.08283996582031,"united states, ca, arcata, 381 bayside rd ste a, 95521-6459","us, united states, california, arcata, 95521, , , 40.86651611328125, -124.08283996582031",,,,,,,,,,,,,shkklaw.com,,,,,,,,,,,shkklaw.com,31230
chris carol hamer,,chris carol hamer,us,california,,arcata,95521,bayside road,381,40.86320560000001,-124.0744022,"381 bayside rd # a, arcata, ca 95521","us, united states, california, arcata, 95521, bayside road, 381, 40.86320560000001, -124.0744022",,,,,,,+17078221771,+17078221771,,,,?opi=79508299&sa=U&ved=0ahUKEwjckbi87cyHAxXCMVkFHRahCiQQ61gIEigO&usg=AOvVaw08BwzLDG3QvcUsweO59cOs,shkklaw.com,,,,,,,,,"chris carol hamer is an attorney based in arcata, california, united states.",law firm | legal representation,,32400
"kirk, eric v",,"kirk, eric v",us,california,,arcata,95521,bayside road,,40.8659782409668,-124.07771301269531,,"us, united states, california, arcata, 95521, bayside road, , 40.8659782409668, -124.07771301269531",,,,,,,+17078221771,+17078221771,,,,,shkklaw.com,,,,,,,,,,,,33254
