company_name,company_legal_names,company_commercial_names,main_country_code,main_region,main_city_district,main_city,main_postcode,main_street,main_street_number,main_latitude,main_longitude,main_address_raw_text,locations,short_description,long_description,business_tags,product_type,main_industry,main_sector,primary_phone,phone_numbers,primary_email,emails,other_emails,website_url,website_domain,website_language_code,facebook_url,twitter_url,instagram_url,linkedin_url,ios_app_url,android_app_url,youtube_url,generated_description,generated_business_tags,domains,id
acustica umbra srl.,acustica umbra srl.,,it,marche,,senigallia,60019,via benvenuto cellini,4,43.7144997,13.211040700000002,"via b. cellini, 4, 60019 senigallia an, italy","it, italy, marche, senigallia, 60019, via benvenuto cellini, 4, 43.7144997, 13.211040700000002","acustica umbra srl. is an audiology clinic based in senigallia, italy.",,,consumer services,therapy & alternative medicine,health care & social assistance,+39800389822,+39800389822,,,,,acusticaumbra.it,,,,,,,,,"acustica umbra srl is a hearing aid store located in senigallia, italy. the company operates within the marche region.",wifi accessibility | in-store shopping | nfc mobile payments | hearing aid | wheelchair accessible entrance | credit card payment,,439
acustica umbra,,acustica umbra,it,umbria,madonna alta,perugia,06129,via mentana,95,43.1015295,12.376881,"via mentana, 95, perugia, italy, 06129","it, italy, umbria, perugia, 06129, via mentana, 95, 43.1015295, 12.376881",,,,,,,,,,,,,acusticaumbra.it,,,,acustica_umbra/,,,,,,,,1695
acustica umbra,,acustica umbra,it,umbria,madonna alta,perugia,06129,via mentana,95,43.1011267,12.3775136,"95 via mentana, perugia, umbria, 06129, italy","it, italy, umbria, perugia, 06129, via mentana, 95, 43.1011267, 12.3775136","acustica umbra is an audiology clinic based in perugia, italy.","non vendiamo protesi acustiche, risolviamo problemi d'udito. acustica umbra, dà valore ai singoli momenti della vita di ogni persona ed alle emozioni che questi momenti possono regalare, e con oltre 50 recapiti in umbria, marche, lazio, toscana ed emilia romagna, con 30 centri diretti, nasce come risposta alla forte esigenza di professionalità, trasparenza e competenza che un settore delicato come la protesizzazione acustica richiede. i problemi di udito possono isolarci, limitare la nostra vita sociale, creare disagio nei rapporti con gli altri. acustica umbra fornisce, alla persone che hanno un deficit uditivo, rassicurazioni ed informazioni precise e chiare sul problema che stanno vivendo e le sue possibili soluzioni. acustica umbra sa bene che chi deciderà di provare le protesi acustiche non è un semplice orecchio ma una persona. per acustica umbra la collaborazione con la classe medica, sia essa specialistica come l'otorino o l'audiologo, che generica come il medico di base è di primaria importanza perchè è propria dell'iter applicativo della protesizzazione. sappiamo bene cosa vuol dire avere un problema di udito: le paure, le ansie, la sensazione di inutilità e di solitudine crescente, ed è per questo che la gioia di poter risentire il ""colore"" dei suoni e la possibilità di poter capire bene le parole, cioè di poter comunicare in piena libertà, ci spingono ad innovarci e ad essere pronti alle esigenze di un paziente e non di un cliente. l'applicazione dell'apparecchio acustico è affidata a personale altamente qualificato, laureato in tecniche audioprotesiche e con anni di esperienza nel settore.",hearing aid | medical devices | highly skilled staffing | medical equipment manufacturing | hospital care | primary care physicians,consumer services,therapy & alternative medicine,health care & social assistance,+39800389822,+39800389822,,,,,acusticaumbra.it,,,,,company/acustica-umbra,,,,"acustica umbra is an italian company that specializes in providing professional and transparent acoustic prosthetics for individuals experiencing hearing loss issues. with over 50 centers across umbria, marche, lazio, tuscany, and emilia romagna, including 30 direct centers, the company was established to meet the high demand for expertise and professionalism in the sensitive field of acoustic prosthesis. acustica umbra offers precise and clear information and reassurance to individuals with hearing impairments, helping them to overcome isolation, social isolation, and relationship issues. the company emphasizes the importance of collaboration with medical professionals, such as optometrists and audiologists, to ensure the effectiveness of the prostheses. acoustic umbra's highly qualified staff, graduates in audioprocessing techniques and experienced in the field, are dedicated to meeting the needs of both patients and clients.",acoustic protection | personalized care | hearing aid fitting | hearing loss solutions | healthcare services,,2104
acustica umbra srl.,acustica umbra srl.,,it,marche,,urbino,61029,via bocca trabaria sud,15,43.72661,12.640311200000001,"via bocca trabaria sud, 15, 61029 urbino pu, italy","it, italy, marche, urbino, 61029, via bocca trabaria sud, 15, 43.72661, 12.640311200000001",,,,,,,+39800389822,+39800389822,,,,,acusticaumbra.it,,,,,,,,,"acustica umbra srl is a company based in urbino, italy, specializing in the sale of hearing assistance earphones.",hearing assistance earphones sales | audio equipment manufacturing,,5767
acustica umbra,,acustica umbra,it,marche,,civitanova marche,62012,via giosuè carducci,49,43.3032733,13.722123199999999,"via giosuè carducci, 49, 62012 civitanova marche mc, italy","it, italy, marche, civitanova marche, 62012, via giosuè carducci, 49, 43.3032733, 13.722123199999999",,,,,,,+39800389822,+39800389822,,,,,acusticaumbra.it,,,,,,,,,"acustica umbra is a company based in civitanova marche, italy, specializing in the sale of hearing assistance earphones.",retail | surgical appliance and supplies manufacturing | hearing assistance headphones,,5993
acustica umbra srl.,acustica umbra srl.,,it,tuscany,,livorno,57121,viale giosuè carducci,225,43.5540349,10.3302363,"viale giosuè carducci, 225, 57121 livorno li, italy","it, italy, tuscany, livorno, 57121, viale giosuè carducci, 225, 43.5540349, 10.3302363","acustica umbra srl. is an audiology clinic based in livorno, italy.",,,consumer services,therapy & alternative medicine,health care & social assistance,+39800389822,+39800389822,,,,&opi=79508299&sa=U&ved=0ahUKEwjGhe7Z7NyFAxW6q5UCHbrrBn0Q61gIFCgQ&usg=AOvVaw0PdcziLoAIfTywrkZuEIVP,acusticaumbra.it,,pages/category/Medical-Equipment-Supplier/Amplifon-Livorno-111457350336594/,,,,,,,,,,6347
acustica umbra srl.,acustica umbra srl.,,it,umbria,,gubbio,06024,via aristotele,50,43.356390499999996,12.565762,"via aristotele, 50, 06024 gubbio pg","it, italy, umbria, gubbio, 06024, via aristotele, 50, 43.356390499999996, 12.565762","acustica umbra srl. is an audiology clinic based in gubbio, italy.",,,consumer services,therapy & alternative medicine,health care & social assistance,,,,,,,acusticaumbra.it,,centriacusticaumbra/,,,,,,,"acustica umbra srl is a hearing aid store located in gubbio, italy. the company operates within the region of umbria.",wheelchair accessible parking lot | nfc mobile payments | hearing aid | wifi accessibility | credit card payment | in-store pickup,,9057
acustica umbra,,acustica umbra,it,umbria,riosecco,città di castello,06012,via del salaiolo,4,43.467994000000004,12.238156000000002,"via del salaiolo, 4, 06012 città di castello pg, italy","it, italy, umbria, città di castello, 06012, via del salaiolo, 4, 43.467994000000004, 12.238156000000002","acustica umbra is an audiology clinic based in città di castello, italy.",,,consumer services,therapy & alternative medicine,health care & social assistance,+39800389822,+39800389822,,,,,acusticaumbra.it,,,,,,,,,"acustica umbra is a business located in città di castello, italy, specializing in the sale and repair of hearing aids. the company operates as both a hearing aid store and a hearing aid repair service.",retail | hearing aid repairs | health care,,9812
acustica umbra srl.,acustica umbra srl.,,it,umbria,,bastia umbra,06083,via roma,103/b,43.064917099999995,12.560388,"via roma, 103/b, 06083 bastia umbra pg, italy","it, italy, umbria, bastia umbra, 06083, via roma, 103/b, 43.064917099999995, 12.560388","acustica umbra srl. is an audiology clinic based in bastia umbra, italy.",,,consumer services,therapy & alternative medicine,health care & social assistance,+39800389822,+39800389822,,,,,acusticaumbra.it,,,,,,,,,"acustica umbra srl is a hearing aid store located in bastia umbra, italy. the company operates within the region of umbria.",hearing aid fitting | health care | retail,,10290
maico acustica umbra srl.,maico acustica umbra srl.,,it,tuscany,,arezzo,52100,via ubaldo pasqui,50,43.454333999999996,11.871893499999999,"via u. pasqui, 50, 52100 arezzo ar, italy","it, italy, tuscany, arezzo, 52100, via ubaldo pasqui, 50, 43.454333999999996, 11.871893499999999","maico acustica umbra srl. is an audiology clinic based in arezzo, italy.",,,consumer services,therapy & alternative medicine,health care & social assistance,+39800389822,+39800389822,,,,,acusticaumbra.it,,,,,,,,,"maico acustica umbra srl is a hearing aid store located in arezzo, tuscany, italy.",credit card payment | hearing aid | wi-fi | wheelchair accessible parking lot | in-store shopping | nfc mobile payments,,11538
