company_name,company_legal_names,company_commercial_names,main_country_code,main_region,main_city_district,main_city,main_postcode,main_street,main_street_number,main_latitude,main_longitude,main_address_raw_text,locations,short_description,long_description,business_tags,product_type,main_industry,main_sector,primary_phone,phone_numbers,primary_email,emails,other_emails,website_url,website_domain,website_language_code,facebook_url,twitter_url,instagram_url,linkedin_url,ios_app_url,android_app_url,youtube_url,generated_description,generated_business_tags,domains,id
indus towers,,indus towers,in,kerala,,malappuram,676307,chamravattam - tirur - kadalundi- kozhikkode road,,10.950813400000001,75.9121347,"tirur, tanalur, kerala 676307, india","in, india, kerala, malappuram, 676307, chamravattam - tirur - kadalundi- kozhikkode road, , 10.950813400000001, 75.9121347",,,,,,,+911244296766,+911244296766,,,,,industowers.com,,,,,,,,,"indus towers is a mobile network operator based in malappuram, kerala, india.",telecommunications reseller | mobile network operator services,,271
indus towers,,indus towers,in,maharashtra,,nagpur,440001,,,20.809074900000002,79.3887304,"nagpur, maharashtra 440001, india","in, india, maharashtra, nagpur, 440001, , , 20.809074900000002, 79.3887304",,,,,,,+911244296766,+911244296766,,,,,industowers.com,,,,,,,,,"indus towers is a home goods store located in nagpur, maharashtra, india.",home goods store | furniture retailer,,566
indus tower,,indus tower,in,rajasthan,,mangrol,325215,,,25.333268800000006,76.505673,"mangrol, rajasthan 325215, india","in, india, rajasthan, mangrol, 325215, , , 25.333268800000006, 76.505673","indus tower is an electronics store based in mangrol, india.",,,durable products,consumer electronics & appliances,electronics & appliances,+9118001021666,+9118001021666,,,,,industowers.com,,,,,,,,,"the indus tower is an electronics store located in mangrol, rajasthan, india.",electronics retailer | telephone apparatus manufacturing,,778
indus towers ltd.,indus towers ltd.,,in,tamil nādu,,coimbatore,641001,,,10.9977507,76.9925114,"olymbus, ramasamy nagar, coimbatore, tamil nadu 641045, india","in, india, tamil nādu, coimbatore, 641001, , , 10.9977507, 76.9925114",,,,,,,+911244296766,+911244296766,,,,?opi=79508299&sa=U&ved=0ahUKEwjQoY6ZwtqHAxUnkIkEHXLPFKcQ61gIFSgR&usg=AOvVaw1SxL2Jm2K-D7LF9kZ3_Kdq,industowers.com,,,,,,,,,"indus towers ltd is a business-to-business service company based in coimbatore, tamil nādu, india.",business services | telemarketing bureaus | business-to-business services,,3784
indus towers,,indus towers,in,andhra pradesh,,janardhanavaram,,,,16.9667721,80.8630884,"janardhanavaram, andhra pradesh 521214, india","in, india, andhra pradesh, janardhanavaram, , , , 16.9667721, 80.8630884",,,,,,,+911244296766,+911244296766,,,,,industowers.com,,,,,,,,,"indus towers is a corporate office located in janardhanavaram, andhra pradesh, india.",office space provider | real estate services,,6313
indus towers,,indus towers,in,rajasthan,,bakhrana,,,,27.792506699999997,76.147945,"bakhrana, rajasthan 303105, india","in, india, rajasthan, bakhrana, , , , 27.792506699999997, 76.147945","indus towers is a resort based in bakhrana, india.",,,consumer services,accommodation,accommodation & food services,+911244296766,+911244296766,,,,,industowers.com,,,,,,,,,"indus towers is a villa located in bakhrana, rajasthan, india.",villa construction | multi-housing construction,,7395
indus towers,,indus towers,in,haryana,,gurugram,,,,28.4973098,77.091798,"dlf cyber city , gurugram , haryana","in, india, haryana, gurugram, , , , 28.4973098, 77.091798",,,,,,,,,,,,,industowers.com,,industowerslimited/,,industowers.official/,company/indus-towers-limited,,,,,,industowers.com,7813
indus towers ltd. (erstwhile bharti infratel ltd.),indus towers ltd. (erstwhile bharti infratel ltd.),,in,jammu and kashmir,trikuta nagar,jammu,180020,trikuta nagar link rd,3rd floor,32.705162699999995,74.8725498,"bahu plaza, 3rd floor, hotel trg, opp. north block, jammu, jammu and kashmir 180020","in, india, jammu and kashmir, jammu, 180020, trikuta nagar link rd, 3rd floor, 32.705162699999995, 74.8725498","indus towers ltd. (erstwhile bharti infratel ltd.) is a telecommunications company based in jammu, india.",,,professional services,telecommunication services,it&c services,+911912473196,+911912473196,,,,&opi=79508299&sa=U&ved=0ahUKEwjY04i-zp2GAxUcLEQIHbeWBdEQ61gIFigS&usg=AOvVaw2q2cicpK5-Z3H8mvXpNoIe,industowers.com,,,,,,,,,"indus towers ltd. (formerly bharti infratel ltd.) is a telecommunications service provider based in jammu, jammu and kashmir, india.",telecommunications services,,7889
indus towers,,indus towers,in,maharashtra,,yavatmal,445001,nagpur tuljapur road,,20.368971999999996,78.1123494,"yavatmal, maharashtra 445001, india","in, india, maharashtra, yavatmal, 445001, nagpur tuljapur road, , 20.368971999999996, 78.1123494",,,,,,,+911244296766,+911244296766,,,,,industowers.com,,,,,,,,,"indus towers is a home goods store located in yavatmal, maharashtra, india.",home goods store | furniture retailer,,8254
indus towers ltd.,indus towers ltd.,,in,delhi,,new delhi,,nelson mandela marg,2,28.539989300000002,77.154032,"1, aravali crescent, nelson mandela marg, vasant kunj, phase 2, new delhi, delhi 110070, india","in, india, delhi, new delhi, , nelson mandela marg, 2, 28.539989300000002, 77.154032",,,,,,,+911244296766,+911244296766,,,,,industowers.com,,,,,,,,,"indus towers ltd is a company categorized under back offices. it is located in new delhi, india.",back-office services | accounting services,,8465
indus tower limited,indus tower limited,,in,west bengal,,west midnapore,721242,,,22.8163902,87.5988876,"begusarai, west bengal 721242, india","in, india, west bengal, west midnapore, 721242, , , 22.8163902, 87.5988876",,,,,,,+9118001021666,+9118001021666,,,,,industowers.com,,,,,,,,,"indus tower limited is a company categorized as a mobile network operator. it is based in west midnapore, west bengal, india.",wireless communication services | mobile network operator services,,9899
indus towers,,indus towers,in,maharashtra,ward 12,pune,411014,sakore nagar road,c 10,18.5621465,73.9145578,"marvel edge, e core, 2010, 2nd floor, viman nagar, pune, maharashtra 411014, india","in, india, maharashtra, pune, 411014, sakore nagar road, c 10, 18.5621465, 73.9145578",,,,,,,+912040197600,+912040197600,,,,,industowers.com,,,,,,,,,"indus towers is a corporate office located in pune, maharashtra, india.",office space provider | airport access | non-residential building developer | wheelchair accessible entrance,,10836
indus towers gujarat,,indus towers gujarat,in,gujarat,,ahmedabad,380015,,,23.0216238,72.5797068,"iskon mandir, baleshwar square, nh 8c, satellite, ahmedabad, gujarat 380015, india","in, india, gujarat, ahmedabad, 380015, , , 23.0216238, 72.5797068","indus towers gujarat is a telecommunications company based in ahmedabad, india.",,,professional services,telecommunication services,it&c services,+917940088950,+917940088950,,,,?utm_source=gmb&utm_medium=organic&utm_content=GoogleListing&utm_campaign=GoogleListing,industowers.com,,,,,,,,,,,,15418
indus towers limited,indus towers limited,,in,maharashtra,,pune,411040,prince of wales drive,,18.498967599999997,73.8957205,"no 1a, pune cantonment, pune, maharashtra 411040, india","in, india, maharashtra, pune, 411040, prince of wales drive, , 18.498967599999997, 73.8957205","indus towers limited is a telecommunications company based in pune, india.",,,professional services,telecommunication services,it&c services,+911244296766,+911244296766,,,,,industowers.com,,,,,,,,,,,,16684
indus towers,,indus towers,in,kerala,,idukki,685591,,,9.8030891,76.8628054,"idukki twp, kerala 685591, india","in, india, kerala, idukki, 685591, , , 9.8030891, 76.8628054","indus towers is a telecommunications company based in idukki, india.",,,professional services,telecommunication services,it&c services,+911244296766,+911244296766,,,,?opi=79508299&sa=U&ved=0ahUKEwj3n8fEwo2HAxXyEbkGHTe2BJsQ61gIESgO&usg=AOvVaw1FBvV-r1t7vuFuT8y9MnR7,industowers.com,,,,,,,,,"indus towers is a telecommunications service provider based in idukki, kerala, india.",telecommunications reseller | telecommunications services,,16728
