company_name,company_legal_names,company_commercial_names,main_country_code,main_region,main_city_district,main_city,main_postcode,main_street,main_street_number,main_latitude,main_longitude,main_address_raw_text,locations,short_description,long_description,business_tags,product_type,main_industry,main_sector,primary_phone,phone_numbers,primary_email,emails,other_emails,website_url,website_domain,website_language_code,facebook_url,twitter_url,instagram_url,linkedin_url,ios_app_url,android_app_url,youtube_url,generated_description,generated_business_tags,domains,id
beerhive - 2809 n terminal rd,,beerhive - 2809 n terminal rd,us,texas,,houston,77032,north terminal road,2809,29.9865542,-95.3388468,"george bush intercontinental airport, terminal c, 2809 n terminal rd, houston, tx 77032, united states","us, united states, texas, houston, 77032, north terminal road, 2809, 29.9865542, -95.3388468","beerhive - 2809 n terminal rd is a restaurant based in houston, texas, united states.",,,consumer services,restaurants,accommodation & food services,+18665083558,+18665083558,,,,experience_locations/george-bush-intercontinental-airport/,otgexp.com,,,,,,,,,"beerhive - 2809 n terminal rd is a restaurant located in houston, texas, united states.",cocktails | coffee beverages | alcoholic beverages | wheelchair access,,2011
reservoir,,reservoir,us,virginia,,arlington,22202,smith boulevard,2401,38.8497653,-77.042041,"2401 ronald reagan washington national airport access rd terminal a, arlington, va 22202, united states","us, united states, virginia, arlington, 22202, smith boulevard, 2401, 38.8497653, -77.042041","reservoir is a restaurant based in arlington, virginia, united states.",,,consumer services,restaurants,accommodation & food services,+18665083558,+18665083558,,,,experience_locations/ronald-reagan-washington-national-airport/,otgexp.com,,,,,,,,,"the reservoir is a french restaurant located in arlington, virginia, united states.",french cuisine services | card payment services | dinner service | quick bites services | coffee shop services | takeout services,,7529
breakfast boli,,breakfast boli,us,new jersey,,newark,07114,international way,26,40.7048303,-74.18549019999999,"26 international airport st c terminal, newark, nj 07114","us, united states, new jersey, newark, 07114, international way, 26, 40.7048303, -74.18549019999999","breakfast boli is a bakery based in newark, new jersey, united states.",,,nondurable products,bakeries & desserts,food & beverages,+18665083558,+18665083558,,,,experience_locations/newark-liberty-international/,otgexp.com,,,,,,,,,"breakfast boli is a bakery located in newark, new jersey, united states.",quick visit service | takeout services | bakery products | foodservice | wheelchair accessible entrance,,7676
heirloom bakery café,,heirloom bakery café,ca,ontario,,mississauga,l5p 1b2,silver dart drive,6301,43.68096089999999,-79.61164579999999,"6301 silver dart dr terminal 3, mississauga, on l5p 1b2, canada","ca, canada, ontario, mississauga, l5p 1b2, silver dart drive, 6301, 43.68096089999999, -79.61164579999999","heirloom bakery café is a bakery based in mississauga, ontario, canada.",,,nondurable products,bakeries & desserts,food & beverages,+18665083558,+18665083558,,,,experience_locations/toronto-pearson-international-airport/,otgexp.com,,,,,,,,,"heirloom bakery café is a bakery located in mississauga, ontario, canada. the establishment offers a variety of services including dine-in, takeout, and delivery. it serves breakfast, lunch, and snacks, and provides options for vegan and vegetarian diets. the bakery also offers coffee and other beverages.",high-quality ingredients | vegan wraps | baking supplies retailer | sandwich options | takeout services | wine selection | all-day breakfast hot food | salad options | appetizers | wheelchair accessible entrance | coffee beverages | dine-in service | parking facilities,,8434
the line sports grill,,the line sports grill,us,new york,queens,new york,11371,86,,40.769178,-73.8611839,"laguardia airport, terminal c, 0, ny 11371, united states","us, united states, new york, new york, 11371, 86, , 40.769178, -73.8611839","the line sports grill is a restaurant based in new york, united states.",,,consumer services,restaurants,accommodation & food services,+18665083558,+18665083558,,,,experience_locations/laguardia-airport/,otgexp.com,,,,,,,,,"the line sports grill is an american restaurant located in queens, new york. it offers a variety of dining options, including breakfast, lunch, and dinner. the establishment provides services such as dine-in, takeout, and fast service. it serves a range of food including comfort food, small plates, and notable beer and wine. the restaurant is suitable for solo dining, groups, and families, and accommodates children with a children's menu. payment options include credit and debit cards, as well as mobile nfc.",dinner service | comfort food | takeout services | famous beer and wines | american restaurants | sports grill | wine selection | breakfast service | childrens menu | quick bites | small plates,,8760
flora café,,flora café,us,new jersey,,newark,07114,brewster road,,40.698411099999994,-74.17942459999999,"terminal c, brewster rd, newark, nj 07114, united states","us, united states, new jersey, newark, 07114, brewster road, , 40.698411099999994, -74.17942459999999","flora café is a restaurant based in newark, new jersey, united states.","your airport experience, made easy we believe that the airport should enhance your journey, not take away from it. that’s why we continue to reinvent the airport experience to help you travel better—happier, healthier and more connected than ever before. our reimagined terminals across the united states and canada are the perfect gateways to the cities and regions they serve, integrating here-and-now technology and iconic design with locally sourced dining and market options that create a sense of place you can actually see, feel and taste.",,consumer services,restaurants,accommodation & food services,+18665083558,+18665083558,,,,experience_locations/newark-liberty-international/,otgexp.com,,,,,,,,,"flora café is a restaurant located in newark, new jersey, united states. it offers a variety of dining options, including fine dining, breakfast, lunch, dinner, and dessert. the establishment provides services such as dine-in, takeout, and fast service. it serves a range of beverages including coffee, tea, beer, cocktails, wine, and other drinks. the menu includes vegan, vegetarian, and healthy options, as well as small plates and notable coffee. the café is accessible and accommodates various payment methods, including credit and debit cards, and mobile nfc payments.",dessert options | childrens menu | cocktail menu | quick bites | wheelchair accessible entrance | dine-in service | healthy options | alcoholic beverages | vegetarian options | onsite bar | small plates | notable coffee | dinner options | credit card payment | wine selection,,8936
baba bar,,baba bar,us,pennsylvania,,philadelphia,19153,essington avenue,8000,39.8738471,-75.2439011,"8000 essington ave, philadelphia, pa 19153, united states","us, united states, pennsylvania, philadelphia, 19153, essington avenue, 8000, 39.8738471, -75.2439011","baba bar is a beer & liquor store based in philadelphia, pennsylvania, united states.",,,nondurable products,beverages,food & beverages,+12676845003,+12676845003,,,,experience_locations/philadelphia-international-airport/,otgexp.com,,,,,,,,,"baba bar is a liquor store located in philadelphia, pennsylvania, united states.",alcoholic beverages | credit card payment | wheelchair accessible entrance | liquor stores | nfc mobile payments,,10666
cibo express gourmet market,,cibo express gourmet market,us,new jersey,,newark,07114,international way,30,40.7048385,-74.1854948,"30 international airport st c terminal, newark, nj 07114","us, united states, new jersey, newark, 07114, international way, 30, 40.7048385, -74.1854948","cibo express gourmet market is a groceries store based in newark, new jersey, united states.",,,nondurable products,food producers & distributors,food & beverages,+18665083558,+18665083558,,,,experience_locations/newark-liberty-international/,otgexp.com,,,,,,,,,"cibo express gourmet market is a supermarket located in newark, new jersey, united states.",fresh produce | gourmet popcorn | in-store shopping | groceries retailer,,12508
rossi pizza,,rossi pizza,us,new york,flushing,new york,11371,19,000,40.7766392,-73.87425,"000 laguardia airport, flushing, ny 11371","us, united states, new york, new york, 11371, 19, 000, 40.7766392, -73.87425","rossi pizza is a restaurant based in new york, united states.",,,consumer services,restaurants,accommodation & food services,+18665083558,+18665083558,,,,experience_locations/laguardia-airport/,otgexp.com,,,,,,,,,"rossi pizza is a restaurant located in new york, united states. it operates as a dine-in and takeout establishment, offering a variety of services including lunch and dinner. the restaurant serves a range of dishes, including thin crust pizza, and provides options for both vegetarian and non-vegetarian meals. it also serves alcohol, including beer and wine. the establishment is accessible and suitable for solo dining, with wheelchair-accessible entrances and parking. payment options include credit and debit cards, as well as mobile nfc payments.",vegetarian options | quick bites | alcoholic beverages | pizza restaurant | wine selection | dine-in service | comfort food,,14228
bar left,,bar left,us,new jersey,,newark,07114,international way,25,40.7044692,-74.1849596,"25 international airport st c terminal, newark, nj 07114","us, united states, new jersey, newark, 07114, international way, 25, 40.7044692, -74.1849596","bar left is a pub/bar based in newark, new jersey, united states.",,,consumer services,pubs & bars,accommodation & food services,+18665083558,+18665083558,,,,experience_locations/newark-liberty-international/,otgexp.com,,,,,,,,,"bar left is a bar located in newark, new jersey, united states.",alcoholic beverages | dine-in service | wheelchair accessible restroom | food and beverage services,,14409
