company_name,company_legal_names,company_commercial_names,main_country_code,main_region,main_city_district,main_city,main_postcode,main_street,main_street_number,main_latitude,main_longitude,main_address_raw_text,locations,short_description,long_description,business_tags,product_type,main_industry,main_sector,primary_phone,phone_numbers,primary_email,emails,other_emails,website_url,website_domain,website_language_code,facebook_url,twitter_url,instagram_url,linkedin_url,ios_app_url,android_app_url,youtube_url,generated_description,generated_business_tags,domains,id
day service flora sugito,,day service flora sugito,jp,saitama prefecture,,sugito,345-0036,,,36.035869,139.729818,"4 chome-2-15 uchida, sugito, kitakatsushika district, saitama 345-0035, japan","jp, japan, saitama prefecture, sugito, 345-0036, , , 36.035869, 139.729818","day service flora sugito is a home health care services provider based in sugito, japan.",,,consumer services,social services,health care & social assistance,+81480371126,+81480371126,,,,,kanto-medical.com,,,,,,,,,"デイサービス フローラ杉戸 is a nursing agency located in sugito, saitama prefecture, japan.",nursing agency | home health care services | healthcare services,,4616
group home medical flora iwatsuki nakamachi,,group home medical flora iwatsuki nakamachi,jp,saitama prefecture,,saitama,339-0054,,,35.9470479,139.70096980000002,"1 chome-12-31 nakacho, iwatsuki ward, saitama, 339-0054, japan","jp, japan, saitama prefecture, saitama, 339-0054, , , 35.9470479, 139.70096980000002","group home medical flora iwatsuki nakamachi is a home health care services provider based in saitama, japan.",,,consumer services,social services,health care & social assistance,+81487901172,+81487901172,,,,,kanto-medical.com,,,,,,,,,"グループホーム メディカルフローラ岩槻仲町 is a nursing agency located in saitama, japan.",parking facilities | bathroom facilities | skilled nursing facilities | wheelchair accessible entrance | nursing agency,,5666
short stay flora iwatsuki nakamachi,,short stay flora iwatsuki nakamachi,jp,saitama prefecture,,saitama,339-0054,,,35.947055999999996,139.701088,"1 chome-12-28 nakacho, iwatsuki ward, saitama, 339-0054, japan","jp, japan, saitama prefecture, saitama, 339-0054, , , 35.947055999999996, 139.701088","short stay flora iwatsuki nakamachi is a home health care services provider based in saitama, japan.",,,consumer services,social services,health care & social assistance,+81487208126,+81487208126,,,,,kanto-medical.com,,,,,,,,,"ショートステイ フローラ岩槻仲町 is a nursing agency located in saitama, japan.",personal care services | healthcare services | nursing agency | home health care services,,5733
short stay flora iwatsuki,,short stay flora iwatsuki,jp,saitama prefecture,,saitama,339-0082,hasuda-iwatsuki bypass,1,35.946847399999996,139.6863338,"1 chome-4-84 nishiharadai, iwatsuki ward, saitama, 339-0082, japan","jp, japan, saitama prefecture, saitama, 339-0082, hasuda-iwatsuki bypass, 1, 35.946847399999996, 139.6863338","short stay flora iwatsuki is a home health care services provider based in saitama, japan.",,,consumer services,social services,health care & social assistance,+81487902626,+81487902626,,,,,kanto-medical.com,,,,,,,,,"ショートステイ フローラ岩槻 is a nursing agency located in saitama, japan.",personal care services | home health care services | nursing agency | healthcare services,,9897
,,,jp,saitama prefecture,,saitama,339-0082,hasuda-iwatsuki bypass,1,35.9467849,139.68641140000003,"1 chome-4-84 nishiharadai, iwatsuki ward, saitama, 339-0082, japan","jp, japan, saitama prefecture, saitama, 339-0082, hasuda-iwatsuki bypass, 1, 35.9467849, 139.68641140000003",,,,consumer services,social services,health care & social assistance,+81487902626,+81487902626,,,,,kanto-medical.com,,,,,,,,,"半日リハビリデイ フローラ岩槻 is a nursing agency located in saitama, japan.",assistance with activities of daily living | home health care services | nursing agency | healthcare services,,11547
home care support office flora iwatsuki nakamachi,,home care support office flora iwatsuki nakamachi,jp,saitama prefecture,,saitama,339-0054,gamo-iwatsuki line,,35.9472551,139.70120359999999,"japan, 〒339-0054 saitama, iwatsuki ward, nakacho, 1 chome−12−27 関東メディカルビル ２f","jp, japan, saitama prefecture, saitama, 339-0054, gamo-iwatsuki line, , 35.9472551, 139.70120359999999","home care support office flora iwatsuki nakamachi is a home health care services provider based in saitama, japan.",,,consumer services,social services,health care & social assistance,+81487934126,+81487934126,,,,,kanto-medical.com,,,,,,,,,"居宅介護支援事業所 フローラ岩槻仲町 is a nursing agency located in saitama, japan.",home health care services | personalized care | nursing agency,,14216
day service flora hasuda,,day service flora hasuda,jp,saitama prefecture,kurohama,hasuda,349-0101,,,35.996842699999995,139.6626398,"3561-2 kurohama, hasuda, saitama 349-0101, japan","jp, japan, saitama prefecture, hasuda, 349-0101, , , 35.996842699999995, 139.6626398","day service flora hasuda is a home health care services provider based in hasuda, japan.",,,consumer services,social services,health care & social assistance,+81487658126,+81487658126,,,,,kanto-medical.com,,,,,,,,,"デイサービス フローラ蓮田 is a nursing agency located in hasuda, saitama prefecture, japan.",personalized care | nursing agency | home health care services,,22126
paid nursing home with nursing care medical flora iwatsuki,,paid nursing home with nursing care medical flora iwatsuki,jp,saitama prefecture,,saitama,339-0054,,,35.94722,139.7021236,"1 chome-11-5 nakacho, iwatsuki ward, saitama, 339-0054, japan","jp, japan, saitama prefecture, saitama, 339-0054, , , 35.94722, 139.7021236","paid nursing home with nursing care medical flora iwatsuki is a home health care services provider based in saitama, japan.",,,consumer services,social services,health care & social assistance,+81487582616,+81487582616,,,,,kanto-medical.com,,,,,,,,,"介護付有料老人ホーム メディカルフローラ岩槻 is a nursing agency located in saitama, japan.",healthcare services | nursing agency | skilled nursing facilities,,24069
flora sugito group home,,flora sugito group home,jp,saitama prefecture,,sugito,345-0036,,,36.0358695,139.72981740000003,"4 chome-2-15 uchida, sugito, kitakatsushika district, saitama 345-0035, japan","jp, japan, saitama prefecture, sugito, 345-0036, , , 36.0358695, 139.72981740000003","flora sugito group home is a home health care services provider based in sugito, japan.",,,consumer services,social services,health care & social assistance,+81480371126,+81480371126,,,,&opi=79508299&sa=U&ved=0ahUKEwjYhZKByKCGAxVTgf0HHTbrDVEQ61gIEygQ&usg=AOvVaw1MvohZxDfbSOnQfNkVqH1t,kanto-medical.com,,,,,,,,,,,,24899
paid nursing home with nursing care medical flora hasuda,,paid nursing home with nursing care medical flora hasuda,jp,saitama prefecture,kurohama,hasuda,349-0101,hasuda-shiraoka-kuki line,3561-52,35.9965766,139.6626995,"3561-52 kurohama, hasuda, saitama 349-0101, japan","jp, japan, saitama prefecture, hasuda, 349-0101, hasuda-shiraoka-kuki line, 3561-52, 35.9965766, 139.6626995","paid nursing home with nursing care medical flora hasuda is a home health care services provider based in hasuda, japan.",,,consumer services,social services,health care & social assistance,+81120776294,+81120776294,,,,,kanto-medical.com,,,,,,,,,"介護付有料老人ホーム メディカルフローラ蓮田 is a nursing agency located in hasuda, saitama prefecture, japan.",skilled nursing facilities | nursing agency | elderly care services,,28019
group home flora iwatsuki nishimachi,,group home flora iwatsuki nishimachi,jp,saitama prefecture,,saitama,339-0067,,,35.9571864,139.68792689999998,"4 chome-3-14 nishimachi, iwatsuki ward, saitama, 339-0067, japan","jp, japan, saitama prefecture, saitama, 339-0067, , , 35.9571864, 139.68792689999998","group home flora iwatsuki nishimachi is a home health care services provider based in saitama, japan.",,,consumer services,social services,health care & social assistance,+81487902617,+81487902617,,,,,kanto-medical.com,,,,,,,,,"グループホーム フローラ岩槻西町 is a nursing agency located in saitama, japan.",healthcare services | nursing agency | skilled nursing facilities,,31106
