company_name,company_legal_names,company_commercial_names,main_country_code,main_region,main_city_district,main_city,main_postcode,main_street,main_street_number,main_latitude,main_longitude,main_address_raw_text,locations,short_description,long_description,business_tags,product_type,main_industry,main_sector,primary_phone,phone_numbers,primary_email,emails,other_emails,website_url,website_domain,website_language_code,facebook_url,twitter_url,instagram_url,linkedin_url,ios_app_url,android_app_url,youtube_url,generated_description,generated_business_tags,domains,id
kober kindercentra,,kober kindercentra,nl,north brabant,,breda,4817 wr,draaiboom,12,51.5866768,4.8196699,"draaiboom 12, 4817 wr breda","nl, netherlands, north brabant, breda, 4817 wr, draaiboom, 12, 51.5866768, 4.8196699",,,,,,,+31883036966,+31883036966,,,,,kober.nl,,,kobergroep,,,,,,,,,1928
kober,,kober,nl,north brabant,,baarle-nassau,5113 tg,bernardusstraat,15,51.4560313,4.858181,"bernardusstraat 15, 5113 tg ulicoten","nl, netherlands, north brabant, baarle-nassau, 5113 tg, bernardusstraat, 15, 51.4560313, 4.858181",,,,,,,+31883036776,+31883036776,,,,,kober.nl,,koberkinderopvang/,,kober_kinderopvang/,company/kober-kinderopvang,,,,,,,3627
kober kinderopvang,,kober kinderopvang,nl,north brabant,,baarle-nassau,5111 xh,schoolstraat,,51.4466251,4.9258308,"schoolstraat 6, 5111 xp baarle-nassau","nl, netherlands, north brabant, baarle-nassau, 5111 xh, schoolstraat, , 51.4466251, 4.9258308",,,,,,,+31883036950,+31883036950,,,,,kober.nl,,koberkinderopvang/,,kober_kinderopvang/,company/kober-kinderopvang,,,,,,,6442
kober kinderopvang krullevaar & kamelot,,kober kinderopvang krullevaar & kamelot,nl,north brabant,,hoeven,4741 dg,president van rijenlaan,1,51.58097910000001,4.5792254,"president van rijenlaan 1, 4741 dg hoeven, netherlands","nl, netherlands, north brabant, hoeven, 4741 dg, president van rijenlaan, 1, 51.58097910000001, 4.5792254","kober kinderopvang krullevaar & kamelot is a daycare center based in hoeven, netherlands.","spelletjes spelen, knutselen, hutten bouwen, lezen of chillen; bij bso kamelot in het centrum van hoeven is er genoeg te doen. in overleg met de pedagogisch medewerkers maken kinderen zelf hun keuze uit het activeitenprogramma doenkids. een perfecte manier om kennis te maken met activiteiten op het gebied van sport, koken, kunst en cultuur. kamelot ligt dicht bij basisschool uniek. de kinderen lopen samen met de pedagogisch medewerkers naar en van school. moet jij als ouder al vroeg de deur uit? weet dat we ook voorschoolse opvang verzorgen. mét ontbijtservice, voor wie wil. en als het zo uitkomt, kan je kind ook ’s avonds bij ons aanschuiven voor een lekkere, verse warme maaltijd.",,consumer services,social services,health care & social assistance,+31883036855,+31883036855,,,,locaties/krullevaar-kamelot/,kober.nl,,,,,,,,,"kober kinderopvang krullevaar & kamelot is a service provider located in hoeven, north brabant, netherlands. the company offers services as an assistant for childcare, a children's hall, and a family day care service.",childrens hall services | service provider | childcare services | day care services,,9844
kober kinderopvang bremerpoort,,kober kinderopvang bremerpoort,nl,north brabant,,ulicoten,5113 tg,bernardusstraat,15,51.456078899999994,4.8574412,"bernardusstraat 15, 5113 tg ulicoten, netherlands","nl, netherlands, north brabant, ulicoten, 5113 tg, bernardusstraat, 15, 51.456078899999994, 4.8574412","kober kinderopvang bremerpoort is a daycare center based in ulicoten, netherlands.","ideaal, zo’n kinderopvang waar je kind van baby, dreumes tot peuter zó doorstroomt naar de kleuterklas. we maken hier veel werk van een goede overdracht: met peuters van 3,5 jaar nemen we één keer per maand een kijkje in de kleuterklas. is je kind bijna vier jaar, dan gaan we wekelijks langs. zo verloopt de overgang naar het basisonderwijs soepel. wat we tot de tijd doen? lekker spelen, puzzelen, knutselen, ontdekken en ervaren natuurlijk! dat doen we aan de hand van thema’s als ‘wat heb jij aan?’, ‘reuzen en kabouters’ en ‘regen’. zo stimuleren we op een speelse manier de ontwikkeling van jouw kind.",,consumer services,social services,health care & social assistance,+31883036776,+31883036776,,,,locaties/bremerpoort-kinderdagverblijf/,kober.nl,,,,,,,,,"the kober kinderopvang bremerpoort is a day care center and family day care service located in ulicoten, north brabant, netherlands.",day care services | safe and nurturing environment,,17650
kober peuteropvang hummelhoeve,,kober peuteropvang hummelhoeve,nl,north brabant,,hoeven,4741 tx,'t groot stuk,3,51.580854699999996,4.5796228999999995,"het groot stuk 3, 4741 tx hoeven, netherlands","nl, netherlands, north brabant, hoeven, 4741 tx, 't groot stuk, 3, 51.580854699999996, 4.5796228999999995","kober peuteropvang hummelhoeve is a daycare center based in hoeven, netherlands.","deze kleinschalige locatie is de perfecte plek om spelenderwijs te leren en te ontdekken. dagelijks ondernemen we activiteiten, van knutselen en voorlezen tot samen muziek maken. onze ervaren pedagogisch medewerkers staan hier dagelijks klaar voor jou en je peuter.",,consumer services,social services,health care & social assistance,+31612489698,+31612489698,,,,locaties/hummelhoeve-peuteropvang/,kober.nl,,,,,,,,,"the kober pueperopvang hummelhoeve is a day care center located in hoeven, north brabant, netherlands.",educational | early childhood education | childcare services | day care services,,18203
kober kinderopvang,,kober kinderopvang | kober,nl,north brabant,,breda,4813 xh,tuinzigtlaan,17,51.5826661,4.7511988,"17 tuinzigtlaan, breda, north brabant, 4813 xh, netherlands","nl, netherlands, north brabant, breda, 4813 xh, tuinzigtlaan, 17, 51.5826661, 4.7511988",,"kober groep is a daycare organization providing various forms of daycare in west-brabant. kober groep holds the hkz quality certificate (iso 9001), meeting all applicable daycare quality standards. kober groep puts children first. we believe that every child is unique and special. children are curious; they want to discover the world. with this in mind, we offer each child a secure but challenging, and above all, fun place. professional childcare at kober groep gives parents the opportunity to work. above that, we think childcare is an addition to parenthood and it stimulates the development of a child. we listen to the needs of your child and to the wishes of the parents. kober groep is always evolving. we are innovative and enterprising. we respond to new questions. of course, we work closely with parents, but we also have a network of professional partners who also focus on child development and are socially involved. whatever care question you may have, kober groep offers the most appropriate care.",child development | parenthood | social and civic organizations | civic organizations,,,,,,,,,,kober.nl,,,Kober_opvang,,company/kober-kinderopvang,,,,"kober groep is a daycare organization based in west-brabant that offers various forms of daycare services. they hold the hkz quality certificate (iso 9001) and meet all applicable daycare quality standards. kober groroup prioritizes the well-being of children and believes in providing a secure and fun environment for each child. they prioritize the unique and special needs of each child and aim to give parents the opportunity to work while stimulating their child's development. koba groep works closely with parents and has a network of professional partners who are socially involved and focus on child development. they are known for their innovative and enterprising approach, always evolving and responding to new questions.",iso9001 certificate | childcare services | social involvement | child development stimulation,,21631
kober kinderopvang,,kober kinderopvang | kober,nl,north brabant,,breda,4813 xh,tuinzigtlaan,17,51.5826661,4.7511988,"17 tuinzigtlaan, breda, north brabant, 4813 xh, netherlands","nl, netherlands, north brabant, breda, 4813 xh, tuinzigtlaan, 17, 51.5826661, 4.7511988",,"kober groep is a daycare organization providing various forms of daycare in west-brabant. kober groep holds the hkz quality certificate (iso 9001), meeting all applicable daycare quality standards. kober groep puts children first. we believe that every child is unique and special. children are curious; they want to discover the world. with this in mind, we offer each child a secure but challenging, and above all, fun place. professional childcare at kober groep gives parents the opportunity to work. above that, we think childcare is an addition to parenthood and it stimulates the development of a child. we listen to the needs of your child and to the wishes of the parents. kober groep is always evolving. we are innovative and enterprising. we respond to new questions. of course, we work closely with parents, but we also have a network of professional partners who also focus on child development and are socially involved. whatever care question you may have, kober groep offers the most appropriate care.",parenthood | child development,,,,,,,,,,kober.nl,,koberkinderopvang,Kober_opvang,,company/kober-kinderopvang,,,,"kober groep is a daycare organization based in west-brabant that offers various forms of daycare services. they hold the hkz quality certificate (iso 9001) and meet all applicable daycare quality standards. kober groroup prioritizes the well-being of children and believes in providing a secure and fun environment for each child. they prioritize the unique and special needs of each child and aim to give parents the opportunity to work while stimulating their child's development. koba groep works closely with parents and has a network of professional partners who are socially involved and focus on child development. they are known for their innovative and enterprising approach, always evolving and responding to new questions.",childcare services | social involvement | iso9001 certificate | child development stimulation,,23394
kober kinderopvang uilenpoort,,kober kinderopvang uilenpoort,nl,north brabant,,baarle-nassau,5111 xp,schoolstraat,6,51.447362899999995,4.9261794,"schoolstraat 6, 5111 xp baarle-nassau, netherlands","nl, netherlands, north brabant, baarle-nassau, 5111 xp, schoolstraat, 6, 51.447362899999995, 4.9261794","kober kinderopvang uilenpoort is a daycare center based in baarle-nassau, netherlands.","kinderopvang uilenpoort werkt veel samen met basisschool de uilenpoort, wat zorgt voor genoeg ruimte, een speelse omgeving en leuke, creatieve activiteiten. denk aan herfstbomen knutselen, broodjes bakken, stop motion filmpjes opnemen, of smoothies maken. of we klimmen en klauteren in de gymzaal, onder begeleiding van een sportcoach. verder kan je kind bij de bso aan het eind van de dag bij ons een verse maaltijd eten.",,consumer services,social services,health care & social assistance,+31883036950,+31883036950,,,,locaties/de-uilenpoort-kinderdagverblijf/,kober.nl,,,,,,,,,"kober kinderopvang uilenpoort is an establishment located in baarle-nassau, netherlands, within the region of north brabant. it operates as an assistante maternelle and family day care service.",day care services,,24406
kober bso kamelot,,kober bso kamelot,nl,north brabant,,hoeven,4741 dg,president van rijenlaan,1,51.5808096,4.5796092999999995,"president van rijenlaan 1, 4741 dg hoeven, netherlands","nl, netherlands, north brabant, hoeven, 4741 dg, president van rijenlaan, 1, 51.5808096, 4.5796092999999995","kober bso kamelot is a daycare center based in hoeven, netherlands.","spelletjes spelen, knutselen, hutten bouwen, lezen of chillen; bij bso kamelot in het centrum van hoeven is er genoeg te doen. in overleg met de pedagogisch medewerkers maken kinderen zelf hun keuze uit het activeitenprogramma doenkids. een perfecte manier om kennis te maken met activiteiten op het gebied van sport, koken, kunst en cultuur. kamelot ligt dicht bij basisschool uniek. de kinderen lopen samen met de pedagogisch medewerkers naar en van school. moet jij als ouder al vroeg de deur uit? weet dat we ook voorschoolse opvang verzorgen. mét ontbijtservice, voor wie wil. en als het zo uitkomt, kan je kind ook ’s avonds bij ons aanschuiven voor een lekkere, verse warme maaltijd.",,consumer services,social services,health care & social assistance,+31883036856,+31883036856,,,,locaties/kamelot-buitenschoolse-opvang/,kober.nl,,,,,,,,,"the kober bso kamelot is a day care center and family day care service located in hoeven, north brabant, netherlands.",wheelchair accessible parking lot | day care services,,26565
