company_name,company_legal_names,company_commercial_names,main_country_code,main_region,main_city_district,main_city,main_postcode,main_street,main_street_number,main_latitude,main_longitude,main_address_raw_text,locations,short_description,long_description,business_tags,product_type,main_industry,main_sector,primary_phone,phone_numbers,primary_email,emails,other_emails,website_url,website_domain,website_language_code,facebook_url,twitter_url,instagram_url,linkedin_url,ios_app_url,android_app_url,youtube_url,generated_description,generated_business_tags,domains,id
macon bank & trust co.,macon bank & trust co.,,us,tennessee,,lafayette,37083,red boiling springs road,609,36.5167044,-86.0225107,"609 red boiling springs rd, lafayette, tn 37083","us, united states, tennessee, lafayette, 37083, red boiling springs road, 609, 36.5167044, -86.0225107","macon bank & trust co. is a bank/atm based in lafayette, tennessee, united states.",,,professional services,banks & financial services,finance & insurance,+16156662121,+16156662121,,,,,maconbankandtrust.com,,,,,,,,,"macon bank & trust co is a financial institution based in lafayette, tennessee, united states. it operates as a bank, atm, and mortgage lender.",mortgage services | financial institution | atm services,,2874
,,,,,,,,,,,,,,,"macon bank & trust company is a community bank providing friendly and personal service. we are an equal opportunity employer with eight convenient offices in three counties and approximately $586 million in total assets. it represents our commitment to progress and ""staying connected"" with the communities we serve.",,professional services,banks & financial services,finance & insurance,,,,,,,maconbankandtrust.com,en,,,,,,,,"macon bank & trust company is a community bank that offers personal and business banking services with eight offices in three counties and approximately $586 million in total assets. they provide friendly and personal service to their customers and are an equal opportunity employer. the bank offers a range of financial products and services, including checking and savings accounts, investment products, loans, and online and on-call banking. they also offer online calculators to help customers solve common financial problems. macon bank & bank is a member of the fdic and an equal housing lender.","friendly and personalized service | financial institution | investment products | car loans | loans for business, farm, and personal | credit reporting | money matters for students | identity protection | community banks | checking accounts | reorder checks | savings accounts | debit cards | certificates of deposits | retirement accounts | business checking & savings | consumer alert | kids corner | test yourself",maconbankandtrust.com,3363
macon bank & trust co.,macon bank & trust co.,,us,tennessee,,westmoreland,37186,leaths branch road,265,36.533651899999995,-86.19042750000001,"10363 tn-52 scenic, westmoreland, tn 37186","us, united states, tennessee, westmoreland, 37186, leaths branch road, 265, 36.533651899999995, -86.19042750000001","macon bank & trust co. is a bank/atm based in westmoreland, tennessee, united states.",,,professional services,banks & financial services,finance & insurance,+16156445626,+16156445626,,,,,maconbankandtrust.com,,,,,,,,,"macon bank & trust co is a financial institution categorized as a bank and atm provider. it is located in westmoreland, tennessee, united states.",financial institution | atm services | commercial banking,,6378
macon bank & trust,macon bank & trust,,,,,,,,,,,,,,,,,,,,,,,,,maconbankandtrust.com,,,,maconbank/,,,,,,,,8175
macon bank & trust company,macon bank & trust company,,us,tennessee,,red boiling springs,37083,red boiling springs road,609,36.5168928675775,-86.02299607558858,"609 red boiling springs rd, lafayette, tn, united states, tennessee","us, united states, tennessee, red boiling springs, 37083, red boiling springs road, 609, 36.5168928675775, -86.02299607558858","macon bank & trust company is a bank/atm based in red boiling springs, tennessee, united states.",macon bank & trust company is a community bank providing friendly and personal service. we are an equal opportunity employer with eight convenient offices in three counties.,community banks,professional services,banks & financial services,finance & insurance,+16156662121,+16156662121,,,,,maconbankandtrust.com,,maconbankandtrust/,,,,,,,"macon bank & trust company is a community bank that offers friendly and personalized banking services. with eight offices in three counties, they provide convenient access to their services. the company is an equal opportunity employer.",friendly and personalized service | equal opportunity employer | community banks | trust company,,9599
macon bank & trust,macon bank & trust,,us,tennessee,,lafayette,37083,red boiling springs road,609,36.5168928675775,-86.02299607558858,"609 red boiling springs rd, lafayette, tennessee, 37083, united states","us, united states, tennessee, lafayette, 37083, red boiling springs road, 609, 36.5168928675775, -86.02299607558858","macon bank & trust is a bank/atm based in lafayette, tennessee, united states.","macon bank & trust company was founded in 1919 and has been a strong leader in the community since that time. with seven full service offices conveniently located throughout our market area we strive to provide the best in local community banking. the employees of macon bank & trust company have proudly served the area for many years. historically, the bank has sponsored various school functions. macon bank has granted several scholarships to area students throughout the years. also, employees are often seen volunteering at local community and civic activities. with a strong capital structure macon bank & trust company is in solid financial position. we are dedicated to meeting the financial needs in our community. we have a professional and efficient bank staff to meet your financial needs and a strong presence in this community for nearly 100 years because of the support of our customers. we thank our customers for that support and pledge to continue offering the same professional service in the future.",community banks | civic activities | financial services | professional services | financial needs | home loan | money and banking,professional services,banks & financial services,finance & insurance,+16156662121,+16156662121,,,,,maconbankandtrust.com,,Macon-Bank-Trust-Company-244293808997720/,MaconTrust,maconbank/,company/macon-bank-trust-company,,,,"macon bank & trust company is a community bank that was founded in 1919 and has been a prominent leader in the area for many years. with seven full-service offices in the market area, they strive to provide the best in local community banking. the bank has a strong capital structure and a professional and efficient staff dedicated to meeting the financial needs of the community. they have sponsored various school functions and granted scholarships to area students. the employees are actively involved in volunteering at local community and civic activities. macon bank & bank company has a solid financial position and a strong presence in the community for nearly 100 years, thanks to the support of their customers. they express gratitude for their customers' support and promise to continue providing professional service in the future.",financial institution | community involvement | community banks,,9987
macon bank & trust co.,macon bank & trust co.,,us,tennessee,,lafayette,37083,winding stairs lane,419,36.5190592,-86.03804769999999,"419 hwy 52 w, lafayette, tn 37083","us, united states, tennessee, lafayette, 37083, winding stairs lane, 419, 36.5190592, -86.03804769999999","macon bank & trust co. is a bank/atm based in lafayette, tennessee, united states.",,,professional services,banks & financial services,finance & insurance,+16156664363,+16156664363,,,,,maconbankandtrust.com,,,,,,,,,"macon bank & trust co. is a bank located in lafayette, tennessee, united states.",commercial banking,,13821
macon bank & trust co.,macon bank & trust co.,,us,tennessee,,westmoreland,,,,36.561988830566406,-86.248046875,,"us, united states, tennessee, westmoreland, , , , 36.561988830566406, -86.248046875",,,,,,,+16156445626,+16156445626,,,,,maconbankandtrust.com,,,,,,,,,,,maconbankandtrust.com,16471
macon bank & trust co.,macon bank & trust co.,,us,tennessee,,westmoreland,37186,old highway 31 east,5284,36.556160299999995,-86.2384628,"5284 new highway 31e, westmoreland, tn 37186","us, united states, tennessee, westmoreland, 37186, old highway 31 east, 5284, 36.556160299999995, -86.2384628","macon bank & trust co. is a bank/atm based in westmoreland, tennessee, united states.",,,professional services,banks & financial services,finance & insurance,+16156445156,+16156445156,,,,,maconbankandtrust.com,,,,,,,,,"macon bank & trust co. is a bank located in westmoreland, tennessee, united states.",financial products | commercial banking,,20278
macon bank and trust company,macon bank and trust company,,us,tennessee,,lafayette,,,,36.52116394042969,-86.02637481689453,"united states, tennessee, lafayette, po box 10,","us, united states, tennessee, lafayette, , , , 36.52116394042969, -86.02637481689453",,,,,,,+16156662121,+16156662121,,,,,maconbankandtrust.com,,,,,,,,,,,maconbankandtrust.com,24326
