company_name,company_legal_names,company_commercial_names,main_country_code,main_region,main_city_district,main_city,main_postcode,main_street,main_street_number,main_latitude,main_longitude,main_address_raw_text,locations,short_description,long_description,business_tags,product_type,main_industry,main_sector,primary_phone,phone_numbers,primary_email,emails,other_emails,website_url,website_domain,website_language_code,facebook_url,twitter_url,instagram_url,linkedin_url,ios_app_url,android_app_url,youtube_url,generated_description,generated_business_tags,domains,id
counseling solutions of catholic charities,,counseling solutions of catholic charities,us,louisiana,,boutte,70039,melonie street,100,29.903553300000002,-90.3788265,"100 melonie st ste f, boutte, la 70039","us, united states, louisiana, boutte, 70039, melonie street, 100, 29.903553300000002, -90.3788265","counseling solutions of catholic charities is a ngo based in boutte, louisiana, united states.",,,non profit,ngos,non profit,+19857852113,+19857852113,,,,,ccano.org,,,,,,,,,"counseling solutions of catholic charities is a non-profit organization based in boutte, louisiana, united states. it operates as a social services organization and religious organization, providing various social support services.",religious organization | counseling methods | catholic charities | non-profit organization | social services organization,,494
catholic charities archdiocese of new orleans counseling center,,catholic charities archdiocese of new orleans counseling center,us,louisiana,,slidell,70458,gause boulevard,770,30.285214200000002,-89.77237,"770 gause blvd ste c, slidell, la 70458","us, united states, louisiana, slidell, 70458, gause boulevard, 770, 30.285214200000002, -89.77237","catholic charities archdiocese of new orleans counseling center is a psychologists & counseling services provider based in slidell, louisiana, united states.",,,consumer services,mental health specialists,health care & social assistance,+19857852113,+19857852113,,,,counseling-solutions/?opi=79508299&sa=U&ved=0ahUKEwjW54Ttrc2HAxUhD7kGHTgFPAQQ61gIECgN&usg=AOvVaw0LjahEA9TFHJRBIXzbuUvu,ccano.org,,,,,,,,,"the catholic charities archdiocese of new orleans counseling center is a mental health service located in slidell, louisiana, united states.",mental health counseling services | counselt services | non-profit organization,,1935
catholic charities,,catholic charities,us,louisiana,,metairie,70005,veterans memorial boulevard,110,29.9990593,-90.12427869999999,"110 veterans memorial blvd, metairie, la 70005","us, united states, louisiana, metairie, 70005, veterans memorial boulevard, 110, 29.9990593, -90.12427869999999","catholic charities is a ngo based in metairie, louisiana, united states.",,,non profit,ngos,non profit,+15045233755,+15045233755,,,,,ccano.org,,,,,,,,,"catholic charities is a non-profit organization based in metairie, louisiana, united states. it operates within the categories of social services, health, and religious organizations.",non-profit organization | religious organization | healthcare services | social services organization,,2262
leslie early head start,,leslie early head start,us,louisiana,garden district,new orleans,70130,constance street,2126,29.9290182,-90.0755827,"2126 constance st, new orleans, la 70130","us, united states, louisiana, new orleans, 70130, constance street, 2126, 29.9290182, -90.0755827",,,,,,,+15045222725,+15045222725,,,,head-start-program/,ccano.org,,,,,,,,,"leslie early head start is a school located in new orleans, louisiana, united states.",educational | school | childcare services | early childhood education,,11906
counseling solutions of catholic charities,,counseling solutions of catholic charities,us,louisiana,,laplace,70068,fairway drive,799,30.0836342,-90.48131049999999,"799 fairway dr, laplace, la 70068","us, united states, louisiana, laplace, 70068, fairway drive, 799, 30.0836342, -90.48131049999999","counseling solutions of catholic charities is a psychologists & counseling services provider based in laplace, louisiana, united states.",,,consumer services,mental health specialists,health care & social assistance,+19857852113,+19857852113,,,,?opi=79508299&sa=U&ved=0ahUKEwjy5LHNvOCHAxVjfDABHcuIBNwQ61gIECgN&usg=AOvVaw2BvEKPPO5GaXTv8Ax2QVOx,ccano.org,,,,,,,,,"counseling solutions of catholic charities is a counseling service provider located in laplace, louisiana, united states. the organization operates under the category of counseling and is associated with catholic charities.",counselt counseling | catholic charities counseling | non-profit organization,,14604
catholic charities archdiocese of new orleans,,catholic charities archdiocese of new orleans,us,louisiana,storyville,new orleans,70113,howard avenue,1000,29.9456646,-90.0767339,"1000 howard ave, new orleans, louisiana, 70113, united states","us, united states, louisiana, new orleans, 70113, howard avenue, 1000, 29.9456646, -90.0767339","catholic charities archdiocese of new orleans is a ngo based in new orleans, louisiana, united states.","mission & values
respecting the dignity and potential of each human person, catholic charities archdiocese of new orleans collaborates with the wider community to serve those in need. impelled by the love and teaching of jesus christ, we offer life-giving programs, advocate for the voiceless, and empower the poor and vulnerable to foster a more just society. our values•dignity through respect•service through love•justice through advocacy and empowerment•unity through prayer",teachings of jesus | non-profit organization,non profit,ngos,non profit,+15045233755,+15045233755,,,,,ccano.org,,cathcharitiesNO,cathcharitiesNO,,company/catholic-charities-archdiocese-of-new-orleans,,,,"catholic charities archdiocese of new orleans is a non-profit organization that collaborates with the wider community to serve those in need. they offer life-giving programs, advocate for the voiceless, and empower the poor and vulnerable to foster a more just society. their values include dignity through respect, service through love, justice through advocacy and empowerment, and unity through prayer.","advocacy for the voiceless | non-profit organization | unity prayer | advocacy for justice, equality, and empowerment | life-giving programs | empowering the poor",,14828
counseling solutions of catholic charities,,counseling solutions of catholic charities,us,louisiana,,gretna,70053,claire avenue,1430,29.9056718,-90.0609028,"1430 claire ave, gretna, la 70053, united states","us, united states, louisiana, gretna, 70053, claire avenue, 1430, 29.9056718, -90.0609028","counseling solutions of catholic charities is a ngo based in gretna, louisiana, united states.",,,non profit,ngos,non profit,+19857852113,+19857852113,,,,,ccano.org,,,,,,,,,"counseling solutions of catholic charities is a social services organization based in gretna, louisiana, united states.",catholic charities | counseling methods | non-profit organization | social services organization,,20413
,,,us,louisiana,,metairie,70003,maine avenue,2505,30.0017714,-90.230774,"2505 maine ave, metairie, la 70003, united states","us, united states, louisiana, metairie, 70003, maine avenue, 2505, 30.0017714, -90.230774",,,,non profit,ngos,non profit,+15044573462,+15044573462,,,,uncategorized/by-region-information-available-for-immigrants-who-may-qualify-for-legal-relief-under-executive-action/,ccano.org,,,,,,,,,"immigration services of catholic charities archdiocese of new orleans is a social services organization based in metairie, louisiana, united states.",immigration services | social services organization | youth service,,21125
catholic charities archdiocese of new orleans,,catholic charities archdiocese of new orleans,us,louisiana,,metairie,70003,maine avenue,2505,30.001534499999998,-90.2302129,"2505 maine ave, metairie, la 70003, united states","us, united states, louisiana, metairie, 70003, maine avenue, 2505, 30.001534499999998, -90.2302129","catholic charities archdiocese of new orleans is a ngo based in metairie, louisiana, united states.",,,non profit,ngos,non profit,+15045233755,+15045233755,,,,,ccano.org,,,,,,,,,"catholic charities archdiocese of new orleans is a non-profit organization based in metairie, louisiana, united states. it operates as a charity and religious organization, providing various social services.",religious organization | grant making/giving service | non-profit organization | social services | catholic charities | catholic sect,,23886
caridades catolicas mi escuela,,caridades catolicas mi escuela,us,louisiana,,metairie,70003,maine avenue,2505,30.0018613,-90.2309774,"2505 maine ave, metairie, la 70003","us, united states, louisiana, metairie, 70003, maine avenue, 2505, 30.0018613, -90.2309774",,,,,,,+15044573462,+15044573462,,,,,ccano.org,,,,,,,,,"caridades catolicas mi escuela is a charity organization based in metairie, louisiana, united states.",wheelchair accessible parking lot | non-profit organization | charitable organization,,28789
