company_name,company_legal_names,company_commercial_names,main_country_code,main_region,main_city_district,main_city,main_postcode,main_street,main_street_number,main_latitude,main_longitude,main_address_raw_text,locations,short_description,long_description,business_tags,product_type,main_industry,main_sector,primary_phone,phone_numbers,primary_email,emails,other_emails,website_url,website_domain,website_language_code,facebook_url,twitter_url,instagram_url,linkedin_url,ios_app_url,android_app_url,youtube_url,generated_description,generated_business_tags,domains,id
joy of communication,,joy of communication,gb,england,,cambridge,,,,52.2055314,0.1186637,", cambridge, united kingdom","gb, united kingdom, england, cambridge, , , , 52.2055314, 0.1186637",,"welcome to joy of communication. my name is yasmin and after a few years delivering training sessions and facilitating workshops in customer service and intercultural awareness and communication, i am now a freelance trainer. why am i passionate about being an intercultural communication and customer service trainer. there are many reasons such as living and working in three different countries, studying languages, working with colleagues and customers worldwide and the light bulb moment was when i attended the ‘developing intercultural competence' course at the london school of international communication. i was inspired and thought this is what i am supposed to be doing and went on to obtain a post-graduate certificate in intercultural communication. i offer general intercultural awareness and communication workshops for individuals and groups and, global customer service excellence workshops to help customer service professionals communicate more effectively and inclusively across cultures.",,,,,,,,,,,joyofcommunication.co.uk,,,,,company/joy-of-communication,,,,,,,115
first baptist church of eutawville,,first baptist church of eutawville,us,south carolina,,eutawville,29048,factory road,507,33.391623700000004,-80.34601520000001,"507 factory rd, eutawville, sc 29048, united states","us, united states, south carolina, eutawville, 29048, factory road, 507, 33.391623700000004, -80.34601520000001","first baptist church of eutawville is a churches & religious organization based in eutawville, south carolina, united states.",,,non profit,churches,non profit,+18034929590,+18034929590,,,,,fbceutawville.com,,,,,,,,,"the first baptist church of eutawville is a baptist church located in eutawville, south carolina, united states.",baptist church | lock services | worship services | religious organization | non-profit organization,,133
farm life creamery,,farm life creamery,us,south dakota,,ethan,57334,,,43.546318,-98.036963,"41053 265th st, ethan, south dakota, 57334-6101, united states","us, united states, south dakota, ethan, 57334, , , 43.546318, -98.036963",,,,,,,+16059999824,+16059999824,,,,,farmlifecreamery.com,,,,,company/farm-life-creamery,,,,,,,455
advanced dermatology-skin cncr,,advanced dermatology-skin cncr,us,missouri,,saint joseph,64506,village drive,,39.78538513183594,-94.79949188232422,,"us, united states, missouri, saint joseph, 64506, village drive, , 39.78538513183594, -94.79949188232422","advanced dermatology-skin cncr is a surgeons & physicians clinic based in saint joseph, missouri, united states.",,,consumer services,hospitals & clinics,health care & social assistance,+18163641507,+18163641507,,,,,advanceddermatologyscc.com,,,,,,,,,,,advanceddermatologyscc.com,1519
laser therapy & chiropractic center,,laser therapy & chiropractic center,us,tennessee,,murfreesboro,37130,north university street,524,35.850528100000005,-86.3803286,"524 n university st, murfreesboro, tn 37130","us, united states, tennessee, murfreesboro, 37130, north university street, 524, 35.850528100000005, -86.3803286","laser therapy & chiropractic center is a chiropractic clinic based in murfreesboro, tennessee, united states.","ltcc is a full service chiropractic office. we offer several treatment options to accompany chiropractic adjustments, such as massage therapy, graston and dry needling. we also offer laser therapy, a painless treatment to enhance tissue healing. call today to schedule your appointment",,consumer services,therapy & alternative medicine,health care & social assistance,+16152178624,+16152178624,,,,&opi=79508299&sa=U&ved=0ahUKEwjY8JWf7LWFAxUKT2cHHa4ODXQQ61gIEigO&usg=AOvVaw31__pvQC8X2vbMIZ2PIN8C,ltccboro.com,,ltccboro/,,,,,,,"the laser therapy & chiropractic center is a chiropractor clinic located in murfreesboro, tennessee, united states. the center offers services related to laser therapy and chiropractic care.",laser therapy services | chiropractic treatment | health and wellness services | healthcare services,,1686
clinical hypnotherapy centre,,clinical hypnotherapy centre,au,new south wales,,ramsgate,2217,rocky point road,245a,-33.98511510000001,151.1357961,"245a rocky point rd, ramsgate nsw 2217, australia","au, australia, new south wales, ramsgate, 2217, rocky point road, 245a, -33.98511510000001, 151.1357961","clinical hypnotherapy centre is an alternative therapy clinic based in ramsgate, australia.","clinical hypnotherapy is the use of this altered state of consciousness to bring about the desired change a client wants in their lives. a branch of psychotherapy, termed 'brief therapy' which means unlike traditional psychotherapy, it takes much fewer sessions to achieve results.
 our minds work on two levels – the conscious and the unconscious. we make decisions, think and act with our conscious mind. the unconscious mind controls our habits. in this relaxed altered state known as trance we can communicate directly with the unconscious mind. the clinical hypnotherapist utilises the power of positive suggestion to bring about subconscious change to our thoughts, feelings and behaviours.",,consumer services,therapy & alternative medicine,health care & social assistance,+61412506360,+61412506360,,,,,clinicalhypnotherapycentre.com.au,,,,,,,,,"the clinical hypnotherapy centre is a service provider specializing in hypnotherapy and alternative medicine. the centre offers services related to hypnotherapy and psychic practices. it is located in ramsgate, new south wales, australia.",alternative medicine practitioner | healthcare practitioners | psychotherapy | psychic practice,,1984
carolina protective services,,carolina protective services,us,north carolina,westover,raleigh,27607,chapel hill road,7424,35.79489470000001,-78.74981,"7424 chapel hill rd #300b, raleigh, nc 27607","us, united states, north carolina, raleigh, 27607, chapel hill road, 7424, 35.79489470000001, -78.74981","carolina protective services is a security guard & patrol services company based in raleigh, north carolina, united states.","carolina protective services is a new security guard service dedicated to solidifying and restoring the integrity of our clients. professional officers and superior customer service separate us from the rest. we offer armed and unarmed security guards with special training tailored to suit your organizations needs. we offer close protection & transportation services. retail, residential, events, executive protection, patrol, factories, government, weddings, funerals, etc.",,professional services,other professional services,other professional services,+19196269222,+19196269222,,,,&opi=79508299&sa=U&ved=0ahUKEwiVmsD_uK-FAxV-D1kFHdAQAE4Q61gIEigO&usg=AOvVaw3oLzPMyDIH29IA-rSC-5bf,cppsnc.com,,CPPSNC/,,,,,,,"carolina protective services is a security guard service based in raleigh, north carolina, united states.",wheelchair accessible parking lot | security guards services,cppsnc.com,2006
first baptist church of eutawville,,first baptist church of eutawville,us,south carolina,,eutawville,29048,,,33.39479763571428,-80.31706608461539,", eutawville, south carolina, 29048, united states","us, united states, south carolina, eutawville, 29048, , , 33.39479763571428, -80.31706608461539",,,,,,,+18034929590,+18034929590,,,,,fbceutawville.com,,,,,company/first-baptist-church-of-eutawville,,,,,,,2302
edward grant salon,,edward grant salon,us,virginia,,roanoke,24014,franklin road southwest,3107,37.24450950000001,-79.9632451,"3107 franklin rd sw, roanoke, va 24014","us, united states, virginia, roanoke, 24014, franklin road southwest, 3107, 37.24450950000001, -79.9632451","edward grant salon is a beauty salon based in roanoke, virginia, united states.",,,consumer services,beauty salons & hairdressers,other consumer services,+15403427997,+15403427997,,,,?opi=79508299&sa=U&ved=0ahUKEwia6oa7iNmHAxUdRzABHd98CAMQ61gIEigO&usg=AOvVaw3bG6H1AwOI71CAUBt8fjH8,edwardgrantsalon.com,,,,,,,,,"edward grant salon is a beauty salon located in roanoke, virginia, united states.",parking facilities | bathroom facilities | beauty services | accessible entrance,,3074
carolina protective services,,carolina protective services,,,,,,,,,,,,,,,,,,+19196269222,+19196269222,,,,,onesecure.me,,,,,company/carolina-protective-services,,,,,,onesecure.me,3230
