company_name,company_legal_names,company_commercial_names,main_country_code,main_region,main_city_district,main_city,main_postcode,main_street,main_street_number,main_latitude,main_longitude,main_address_raw_text,locations,short_description,long_description,business_tags,product_type,main_industry,main_sector,primary_phone,phone_numbers,primary_email,emails,other_emails,website_url,website_domain,website_language_code,facebook_url,twitter_url,instagram_url,linkedin_url,ios_app_url,android_app_url,youtube_url,generated_description,generated_business_tags,domains,id
e-group service center – phone repair,,e-group service center – phone repair,by,minsk,leninsky district,minsk,220006,дзянісаўская вуліца,8,53.871514299999994,27.572937,"vulica dzianisaŭskaja 8, minsk, minskaja voblasć, belarus","by, belarus, minsk, minsk, 220006, дзянісаўская вуліца, 8, 53.871514299999994, 27.572937","e-group service center – phone repair is a phone repair & services company based in minsk, belarus.","ремонт телефонов и цифровой техники в минске ремонт телефонов, планшетов, ноутбуков. мы без труда справимся с задачами любой сложности. также предоставляем услуги по установке и обновлению программного обеспечения, прошивке телефонов, закачке приложений и программ, установке карт в навигаторы и др. вы получите качественное и своевременное обслуживание. пока мы работаем - вы отдыхаете ! единый номер для консультации: +375-29-612-43-13",,professional services,"rental, repair & maintenance",other professional services,+375296240482,+375296240482,,,,?opi=79508299&sa=U&ved=0ahUKEwiag-yMi76HAxVPDjQIHTijBcoQ61gIFygT&usg=AOvVaw3GjdOmKy-rLAedw_y9_fuy,e-group.by,,,,,,,,,"сервисный центр e-group – ремонт телефонов is a business located in minsk, belarus, specializing in phone repair services. the company also offers electronic and mobile phone repair services.",electronics repair services | precision equipment repair and maintenance | cell phones,,2050
e-group service center – phone repair,,e-group service center – phone repair,by,minsk,pyershamayski district,minsk,220114,вуліца пятра мсціслаўца,11,53.9335259,27.651658699999995,"vulica piatra mscislaŭca 11, minsk, minskaja voblasć 220114, belarus","by, belarus, minsk, minsk, 220114, вуліца пятра мсціслаўца, 11, 53.9335259, 27.651658699999995","e-group service center – phone repair is a phone repair & services company based in minsk, belarus.","ремонт телефонов и цифровой техники в минске ремонт телефонов, планшетов, ноутбуков. мы без труда справимся с задачами любой сложности. также предоставляем услуги по установке и обновлению программного обеспечения, прошивке телефонов, закачке приложений и программ, установке карт в навигаторы и др. вы получите качественное и своевременное обслуживание. пока мы работаем - вы отдыхаете ! единый номер для консультации: +375-29-612-43-13",,professional services,"rental, repair & maintenance",other professional services,+375296122013,+375296122013,,,,,e-group.by,,,,,,,,,"servisный центр e-group – ремонт телефонов is a business located in minsk, belarus. it specializes in phone repair services, computer repair services, and mobile phone repair.",cell phones | mobile phone repair services | computer repair services,,7360
e-group service center – phone repair,,e-group service center – phone repair,by,minsk,tsentralny district,minsk,220035,праспект пераможцаў,65,53.9263428,27.517552,"praspiekt pieramožcaŭ 65, minsk, minskaja voblasć 220035, belarus","by, belarus, minsk, minsk, 220035, праспект пераможцаў, 65, 53.9263428, 27.517552","e-group service center – phone repair is a phone repair & services company based in minsk, belarus.",,,professional services,"rental, repair & maintenance",other professional services,+375296122313,+375296122313,,,,?opi=79508299&sa=U&ved=0ahUKEwiCn_7oyt2HAxXjmokEHYWmJeYQ61gIFygT&usg=AOvVaw3-jEMB0V0uxYN2jj_XygHW,e-group.by,,,,,,,,,"сервисный центр e-group – ремонт телефонов is a business located in minsk, belarus. it specializes in mobile phone repair, computer repair, and general repair services.",electronic equipment repair | computer repair services | cell phones | electronics recycling,,9455
e-group service center – phone repair,,e-group service center – phone repair,by,minsk,zavodski district,minsk,220102,партызанскі праспект,150а,53.8597912,27.6738847,"partizanskiy prospekt 150а, minsk, minskaja voblasć 220021, belarus","by, belarus, minsk, minsk, 220102, партызанскі праспект, 150а, 53.8597912, 27.6738847","e-group service center – phone repair is a phone repair & services company based in minsk, belarus.",,,professional services,"rental, repair & maintenance",other professional services,+375296120075,+375296120075,,,,?opi=79508299&sa=U&ved=0ahUKEwiNwvili76HAxUKJdAFHWq9D7IQ61gIFygT&usg=AOvVaw1YrtgHydzLU-jsYnarHzps,e-group.by,,,,,,,,,"servisный центр e-group – ремонт телефонов is a mobile phone repair shop located in minsk, belarus. the company specializes in the repair of mobile phones.",battery recycling services | mobile phone repair services | electronic equipment repair,,14096
e-group,,e-group,by,minsk,frunzyenski district,minsk,220017,вуліца прытыцкага,156,53.9088522,27.430699,"ул. притыцкого 156 (1 этаж, напротив 31 кассы супермаркета ""green"")","by, belarus, minsk, minsk, 220017, вуліца прытыцкага, 156, 53.9088522, 27.430699 | by, belarus, minsk, minsk, 220114, вуліца пятра мсціслаўца, 11, 53.9337508, 27.652022 | by, belarus, brest region, drahichyn, 226612, партызанскі праезд, 150а, 52.1848645, 25.1694716 | by, belarus, mahilyow region, klimavichy, 213602, вуліца ціміразева, 121/4, 53.6051238, 31.9299601 | by, belarus, minsk, minsk, 220006, дзянісаўская вуліца, 8, 53.8714874, 27.57287071370938 | by, belarus, minsk, minsk, 220059, мкад\, 32-і кіламетр, , 53.888024930598895, 27.4135837651407","e-group is a phone repair & services company based in minsk, belarus.","ремонт телефонов, ноутбуков, планшетов в минске | сервисный центр e-group. при поломке или сбое устройства, зачастую необходима быстрая, квалифицированная помощь по ремонту цифровой техники. чётко соблюдаются все рекомендации по проведению ремонтных работ. в работе используются оригинальные запчасти. ремонт цифровой техники в сервисном центре e-group. также у нас можно приобрести аксессуары бренда apple: наушники, зарядные устройства, чехлы и защитные плёнки. для офисов и юридических лиц оказываем индивидуальные услуги по подготовке и настройке рабочих мест. проводим интернет-соединение, комплексное обслуживание офисной техники, ставим необходимый для сотрудников софт. ремонт смартфонов и планшетов недалеко от вас. компания e-group — официальная сеть сервисных центров в минске. компания e-group — один из лидеров услуг по ремонту цифровой техники в республике беларусь. основные пункты ремонта находятся в торговых центрах , расположенных в шаговой доступности от станций метро и остановок общественного транспорта.",,professional services,"rental, repair & maintenance",other professional services,+375296120024,+375296146615 | +375296124113 | +375296122313 | +375296120075 | +375296124313 | +375296126110 | +375296120024 | +375296121613 | +375296240482 | +375296122013,info@e-group.by,info@e-group.by,,,e-group.by,ru,egroup.by/,,e_group.by/,,,,channel/UCl8K2HrHWyPTOsbLcOptPVg?view_as=subscriber,"belarus, specializing in the repair of digital devices. the company offers repair services for smartphones, tablets, laptops, and apple watches, using original parts and providing a one-year warranty. their certified technicians are equipped to handle a wide range of repairs, including screen replacements, battery replacements, and software updates. e-group service center aims to provide high-quality service with efficient use of resources and modern technology. they operate multiple service centers located in major shopping centers in minsk, ensuring convenient access for customers.",electronic book repair services | windows installation | smartwatch repair services | door-to-door collection and delivery | virus and malware diagnostics services | electronic equipment repair,e-group.by,15301
e-group service center – phone repair,,e-group service center – phone repair,by,minsk,tsentralny district,minsk,220004,праспект пераможцаў,9,53.9084453,27.5485252,"praspiekt pieramožcaŭ 9, minsk, minskaja voblasć 220062, belarus","by, belarus, minsk, minsk, 220004, праспект пераможцаў, 9, 53.9084453, 27.5485252","e-group service center – phone repair is a phone repair & services company based in minsk, belarus.",,,professional services,"rental, repair & maintenance",other professional services,+375296126110,+375296126110,,,,,e-group.by,,,,,,,,,"сервисный центр e-group – ремонт телефонов is a mobile phone repair shop located in minsk, belarus. the company specializes in providing repair services for mobile phones.",precision equipment repair and maintenance | mobile phone repair services | electronics recycling | cell phones,,16541
e-group service center – phone repair,,e-group service center – phone repair,by,minsk,frunzyenski district,minsk,220017,вуліца прытыцкага,156,53.908502999999996,27.432121000000002,"vulica prytyckaha 156, minsk, minskaja voblasć 220017, belarus","by, belarus, minsk, minsk, 220017, вуліца прытыцкага, 156, 53.908502999999996, 27.432121000000002","e-group service center – phone repair is a phone repair & services company based in minsk, belarus.","ремонт телефонов и цифровой техники в минске ремонт телефонов, планшетов, ноутбуков. мы без труда справимся с задачами любой сложности. также предоставляем услуги по установке и обновлению программного обеспечения, прошивке телефонов, закачке приложений и программ, установке карт в навигаторы и др. вы получите качественное и своевременное обслуживание. пока мы работаем - вы отдыхаете ! единый номер для консультации: +375-29-612-43-13",,professional services,"rental, repair & maintenance",other professional services,+375296121613,+375296121613,,,,,e-group.by,,,,,,,,,"servisный центр e-group – ремонт телефонов is a business located in minsk, belarus. it operates as a mobile phone repair shop, computer repair service, and phone repair service.",electronics recycling | electronic equipment repair | computer repair services,,18223
e-group service center – phone repair,,e-group service center – phone repair,by,minsk,savyetski district,minsk,220119,53-і кіламетр мкад,74,53.9645873,27.623190099999995,"минский район, боровлянский, сельсовет 74, minsk, minsk region, belarus","by, belarus, minsk, minsk, 220119, 53-і кіламетр мкад, 74, 53.9645873, 27.623190099999995","e-group service center – phone repair is a phone repair & services company based in minsk, belarus.",,,professional services,"rental, repair & maintenance",other professional services,+375296146615,+375296146615,,,,,e-group.by,,,,,,,,,"сервисный центр e-group – ремонт телефонов is a mobile phone repair shop located in minsk, belarus. the company specializes in the repair of mobile phones.",maintenance services for electronic equipment | battery recycling services | mobile phone repair services,,18406
e-group service center – phone repair,,e-group service center – phone repair,by,minsk,maskowski district,minsk,220025,праспект дзяржынскага,126,53.8475038,27.471021099999998,"prospekt dzerzhinskogo 126, minsk, minskaja voblasć 220025, belarus","by, belarus, minsk, minsk, 220025, праспект дзяржынскага, 126, 53.8475038, 27.471021099999998","e-group service center – phone repair is a phone repair & services company based in minsk, belarus.",,,professional services,"rental, repair & maintenance",other professional services,+375296120024,+375296120024,,,,,e-group.by,,,,,,,,,"сервисный центр e-group – ремонт телефонов is a phone repair service located in minsk, belarus. the company specializes in providing repair services for mobile phones.",electronic equipment repair | mobile phone repair services,,19588
e-group service center – phone repair,,e-group service center – phone repair,by,minsk,zavodski district,minsk,220075,партызанскі праспект,182,53.8489698,27.699016999999998,"partizanskiy prospekt 182, minsk, minskaja voblasć 220075, belarus","by, belarus, minsk, minsk, 220075, партызанскі праспект, 182, 53.8489698, 27.699016999999998","e-group service center – phone repair is a phone repair & services company based in minsk, belarus.",,,professional services,"rental, repair & maintenance",other professional services,+375296124113,+375296124113,,,,?opi=79508299&sa=U&ved=0ahUKEwjQ_7HggpWHAxXbR6QEHc20Cs0Q61gIFygT&usg=AOvVaw1Txuow2KOjny2Zoj8U8lKm,e-group.by,,,,,,,,,"сервисный центр e-group – ремонт телефонов is a business located in minsk, belarus. the company specializes in phone repair services, cell phone accessories, clock repair services, computer repair services, and mobile phone repair.",electronic equipment repair | cell phones | mobile phone accessories | computer repair services,,25288
